# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11), Amp(S21), Amp(S11)
4.000000000000000000e+09,6.740416543623981493e-06,1.454985023349388723e-04,-7.187423535348631543e-01,7.172656722356308794e-03,1.456545481503813933e-04,7.187781422450817415e-01
4.080000000000000000e+09,6.517496073377087538e-06,1.483783427175701787e-04,-7.187709031506830382e-01,7.340878261582558031e-03,1.485214137512809950e-04,7.188083887307521458e-01
4.160000000000000477e+09,1.331776496898904371e-06,1.498000428412176702e-04,-7.187846005509624936e-01,7.510581420374053824e-03,1.498059627113298238e-04,7.188238385185057311e-01
4.240000000000000000e+09,2.057054720452038438e-06,1.492153185518050652e-04,-7.187624664540033237e-01,7.681188057257092548e-03,1.492294969657124960e-04,7.188035085007677960e-01
4.320000000000000000e+09,3.252917982698631107e-06,1.475203187114340316e-04,-7.187126834980370749e-01,7.851489140790287105e-03,1.475561788205605402e-04,7.187555685368132163e-01
4.400000000000000000e+09,3.497127703173489878e-06,1.456640798815011465e-04,-7.187057545221507970e-01,8.026729822875628556e-03,1.457060536487645526e-04,7.187505756344849672e-01
4.480000000000000000e+09,1.283722869368605126e-05,1.433243507136511936e-04,-7.187143125051682624e-01,8.203694142090347391e-03,1.438981026560937190e-04,7.187611311119666002e-01
4.560000000000000000e+09,3.385001180374823761e-06,1.435865047788195637e-04,-7.186905259830163040e-01,8.384671915490011715e-03,1.436263993407518153e-04,7.187394346081721341e-01
4.640000000000000000e+09,3.021554163544704721e-06,1.442075769093316504e-04,-7.187046197771276290e-01,8.568819516834906558e-03,1.442392284630780990e-04,7.187556992169854553e-01
4.720000000000000000e+09,1.237708057474711238e-05,1.454146774605141062e-04,-7.186731386095857044e-01,8.753716317938324901e-03,1.459404691800705834e-04,7.187264484547147836e-01
4.800000000000000000e+09,2.466383412294126449e-06,1.494561042548444359e-04,-7.186634798695740178e-01,8.942931581266631499e-03,1.494764534840567060e-04,7.187191199095185334e-01
