# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11)
4.000000000000000000e+09,1.859723658549752561e-06,1.458490019233631672e-04,-7.187342517565949995e-01,6.996034775125745640e-03
4.080000000000000000e+09,2.659215686386448015e-06,1.487028874144168122e-04,-7.187275047614638535e-01,7.168821136112229694e-03
4.160000000000000477e+09,3.492967853206651068e-06,1.498388910987852123e-04,-7.187201907906947129e-01,7.344928416646864279e-03
4.240000000000000000e+09,4.271199154591433952e-06,1.495227335303008409e-04,-7.187122313216615099e-01,7.524618676212422273e-03
4.320000000000000000e+09,4.912465259877735618e-06,1.482518885364150318e-04,-7.187035311954993455e-01,7.708196684902038354e-03
4.400000000000000000e+09,5.361613179225077085e-06,1.466429295983048505e-04,-7.186939736200689266e-01,7.896019871745848032e-03
4.480000000000000000e+09,5.375636295931244843e-06,1.453343983727188203e-04,-7.186941747372970202e-01,8.090293104531891960e-03
4.560000000000000000e+09,5.653931469113337985e-06,1.447426608633007195e-04,-7.186716652557720852e-01,8.286167896826490339e-03
4.640000000000000000e+09,5.575949851104854149e-06,1.452633516083799931e-04,-7.186584913089247850e-01,8.489590845702317187e-03
4.720000000000000000e+09,5.443536403656667878e-06,1.469713339136469762e-04,-7.186435742383959768e-01,8.699496762879895678e-03
4.800000000000000000e+09,5.336536329065597227e-06,1.497713226188769663e-04,-7.186264796052501680e-01,8.916754251750235935e-03
4.880000000000000000e+09,5.322658673128875422e-06,1.534153630231361361e-04,-7.186065884710032270e-01,9.142420644731072410e-03
4.960000000000000000e+09,5.445848071262443856e-06,1.575638744022363224e-04,-7.185829763391519132e-01,9.377780960346105213e-03
5.040000000000000000e+09,5.720674905903880767e-06,1.618484179297314304e-04,-7.185541896278813123e-01,9.624350275780660727e-03
5.120000000000000000e+09,6.133276705135918180e-06,1.659246913149864497e-04,-7.185178752496674814e-01,9.883693437048606326e-03
5.200000000000000000e+09,6.648210796638738150e-06,1.695081584586313251e-04,-7.184704811070831143e-01,1.015675321285181877e-02
5.280000000000000000e+09,7.219316613224204199e-06,1.723878377814382187e-04,-7.184077997005965388e-01,1.044289142325423130e-02
5.360000000000000000e+09,7.799927438009676784e-06,1.744171343663165018e-04,-7.183261978268270509e-01,1.073990509343091850e-02
5.440000000000000000e+09,8.345262988403136389e-06,1.754860114456241048e-04,-7.182230956292374735e-01,1.104488626195081549e-02
5.520000000000000000e+09,8.802191637047894872e-06,1.754841508266883807e-04,-7.180967500610240251e-01,1.135477475334392174e-02
5.600000000000000000e+09,9.085517745921461709e-06,1.742652576154580992e-04,-7.179459971302490917e-01,1.166652432070031109e-02
5.680000000000000000e+09,9.042137329349944457e-06,1.716210699684470812e-04,-7.177700997790683601e-01,1.197713129365301707e-02
5.760000000000000000e+09,8.405791869988328308e-06,1.672719215204256191e-04,-7.175686671488780144e-01,1.228363205886312710e-02
5.840000000000000954e+09,6.746459222571610237e-06,1.608791607980253693e-04,-7.173416114694715073e-01,1.258309751816951393e-02
5.920000000000000000e+09,3.419771333854185235e-06,1.520827387510138655e-04,-7.170891246905773952e-01,1.287263046752789956e-02
6.000000000000000000e+09,-2.476942160324158235e-06,1.405654344495110820e-04,-7.168116660749959124e-01,1.314936643749736386e-02
6.080000000000000000e+09,-1.213440320685263375e-05,1.261427520154040089e-04,-7.165099563725274567e-01,1.341047757275322730e-02
6.160000000000000000e+09,-2.658175665219678530e-05,1.093329913125295978e-04,-7.163563039852364200e-01,1.365830089005687364e-02
6.239999999999999046e+09,-4.894702616474111358e-05,8.919876085158088511e-05,-7.158379686881355397e-01,1.387473751211940574e-02
6.320000000000000000e+09,-7.982624886768006260e-05,6.805987567897438056e-05,-7.154704421631982170e-01,1.407248287732332410e-02
6.400000000000000954e+09,-1.217441703574973335e-04,4.705256263747096537e-05,-7.150841784308284987e-01,1.424382179349932900e-02
6.480000000000000000e+09,-1.767134314367864434e-04,2.853554954947051564e-05,-7.146812402281320642e-01,1.438625552948677618e-02
6.560000000000000000e+09,-2.464852970595518252e-04,1.571960302388216097e-05,-7.142639808604754892e-01,1.449740182292450115e-02
6.640000000000000000e+09,-3.322978949549600818e-04,1.270726343967229716e-05,-7.138350539362812164e-01,1.457502203770060997e-02
6.720000000000000000e+09,-4.873401765709203803e-04,-3.806935992771805959e-04,-7.133974221465685384e-01,1.461705442432606299e-02
6.799999999999999046e+09,-5.526756992824944075e-04,5.674347398183722697e-05,-7.129543634971142740e-01,1.462165418398081972e-02
6.880000000000000000e+09,-6.844534185996779384e-04,1.158427635664742699e-04,-7.125094729229254353e-01,1.458724073629842286e-02
6.960000000000000954e+09,-8.260808516993116413e-04,2.083659440560961702e-04,-7.120666569899570808e-01,1.451255198101919670e-02
7.039999999999999046e+09,-9.717337526971197084e-04,3.408060609254471175e-04,-7.116301190850411462e-01,1.439670481706827737e-02
7.120000000000000000e+09,-1.113422567710372832e-03,5.190603797418234973e-04,-7.112043324807928446e-01,1.423926030257681614e-02
7.200000000000000000e+09,-1.240914981875368851e-03,7.478512596493739478e-04,-7.107939988936973208e-01,1.404029096114355404e-02
