# Frequency, Real(S11), Imag(S11), Amp(S11), Phase(S11), Real(E0), Imag(E0), Amp(E0), Phase(E0), Real(E1), Imag(E1), Amp(E1), Phase(E1), Real(E2), Imag(E2), Amp(E2), Phase(E2), Real(I0), Imag(I0), Amp(I0), Phase(I0), Real(I1), Imag(I1), Amp(I1), Phase(I1), Real(I2), Imag(I2), Amp(I2), Phase(I2), Real(S21), Imag(S21), Amp(S21), Phase(S21), Real(ZL1), Imag(ZL1), Amp(ZL1), Phase(ZL1), Real(ZL2), Imag(ZL2), Amp(ZL2), Phase(ZL2), Real(J4avg), Imag(J4avg), Amp(J4avg), Phase(J4avg), Real(Icavg), Imag(Icavg), Amp(Icavg), Phase(Icavg) 
2.000000000000000000e+09,-7.194760505886569346e-01,-2.807676247374887336e-03,7.194815288918553486e-01,-3.137690283256776347e+00,-2.371190860216363938e-01,-5.138559818906893284e+00,5.144027845321230252e+00,-1.616908662679421127e+00,-7.658571263671057672e+00,-1.472035968414612661e+01,1.659345361976712496e+01,-2.050528647012594963e+00,1.164760539324555810e-01,-2.438344092412592090e+00,2.441124450769166288e+00,-1.523064104532867669e+00,-1.067071563110753149e-06,-1.036438546600242276e-06,1.487563975659013054e-06,-2.370756270115053077e+00,1.197806889034142304e-06,1.577626409075278699e-06,1.980819635915750955e-06,9.214038520860448056e-01,-1.351006410657259529e-07,-5.367310776177320808e-07,5.534730642922581202e-07,-1.817383860795350525e+00,5.313531239842456469e-05,5.204476657287617218e-05,7.437754467111252978e-05,7.750301663420413600e-01,1.631238862771357745e+01,-1.880651125514283817e-01,1.631347269063574501e+01,-1.152846374260156452e-02,1.631599449824244985e+01,-1.917869943863193261e-01,1.631712164316653002e+01,-1.175399771809218161e-02,-1.865636311336227226e-19,-4.325412519256489009e-19,4.710604240213457708e-19,-1.978007749155674233e+00,4.753224628363054194e+01,3.092452367758571086e+01,5.670661867413070212e+01,5.767975515936437647e-01,7.750301663420413600e-01
2.106666666666666746e+09,-7.195074112937361877e-01,-2.950058641274942630e-03,7.195134590489608017e-01,-3.137492567803187971e+00,-4.204910503933998456e-01,-5.385383576167081188e+00,5.401774614505041150e+00,-1.648718288972379709e+00,-1.077684689461161760e+01,-1.485000379366518430e+01,1.834837981026582199e+01,-2.198571978878432365e+00,-3.245461570366007242e-01,-2.658474960479205063e+00,2.678211963893473602e+00,-1.692275045953240298e+00,-1.548448253922359893e-06,-1.013997619533100613e-06,1.850914143739249582e-06,-2.561817176264484797e+00,1.668551278805612268e-06,1.560354836537922870e-06,2.284462865951454083e-06,7.519019977747725125e-01,-1.246124655015795830e-07,-5.395369032829178069e-07,5.537403150958967410e-07,-1.797778089724888950e+00,7.719694066519941771e-05,5.104089666275526147e-05,9.254480417724369025e-05,5.841929256360909317e-01,1.631197539822941067e+01,-1.984181659549622279e-01,1.631318212860453798e+01,-1.216335703516500423e-02,1.631210039052416150e+01,-2.006814215263346135e-01,1.631333479652411000e+01,-1.230199011658246987e-02,9.064651988195580106e-19,-1.578795455909563592e-18,1.820514830555265677e-18,-1.049601180252846211e+00,-6.017964457860225380e-01,-8.075074538681541014e+00,8.097467984958235832e+00,-1.645184001412376196e+00,5.841929256360909317e-01
2.213333333333333492e+09,-7.195365545077854197e-01,-3.114947661762299327e-03,7.195432969404070844e-01,-3.137263577904544132e+00,-5.982346989649258706e-01,-5.688841616601488127e+00,5.720210109237481966e+00,-1.675570561510138168e+00,-5.587945287690798679e+00,-1.522083953316411353e+01,1.621416321098802271e+01,-1.922644762465893997e+00,-5.045161699870980287e-01,-2.846945262059458859e+00,2.891303147534213913e+00,-1.746188580549033142e+00,-7.396654595866805861e-07,-1.007929983548005056e-06,1.250211119707650399e-06,-2.203878508799664182e+00,8.023191940342524126e-07,1.570417279964280233e-06,1.763498376048637234e-06,1.098470321992331078e+00,-6.734751699201642017e-08,-5.590761853453237709e-07,5.631179885825605511e-07,-1.690680813316669528e+00,3.674858385211268106e-05,5.056705473094853863e-05,6.250988273304072373e-05,9.423552581271240625e-01,1.630643661201098737e+01,-2.099313061092509813e-01,1.630778789826557329e+01,-1.287342624347733583e-02,1.631361961630984680e+01,-2.114615504195933582e-01,1.631499006965542975e+01,-1.296154460492870628e-02,-2.301905710082489611e-19,-2.395274754641055017e-19,3.322064275165538550e-19,-2.336319428805454290e+00,3.069273393860643750e+01,-2.186564914951822303e+01,3.768488462707442466e+01,-6.190028677489280984e-01,9.423552581271240625e-01
2.320000000000000000e+09,-7.195985288583817141e-01,-3.281363404232691839e-03,7.196060103146288967e-01,-3.137032693376953674e+00,-1.847497176147602505e-01,-5.886748762162258508e+00,5.889647141126335583e+00,-1.602170027992978252e+00,-4.854441142843912260e+00,-1.628032226594857690e+01,1.698865774251976291e+01,-1.860581131263361332e+00,-4.598638070597206307e-01,-2.918984685074166752e+00,2.954986685712981842e+00,-1.727054403336600652e+00,-7.473590035281238513e-07,-1.119121173734719394e-06,1.345725708179763647e-06,-2.159589243179177220e+00,7.462816535539467333e-07,1.710989466487059316e-06,1.866660456767883833e-06,1.159503063523751321e+00,-4.384527499183967285e-09,-5.882591006865291165e-07,5.882754402674950163e-07,-1.578249583880780182e+00,3.709485630273249847e-05,5.613651829002526991e-05,6.728548914771085156e-05,9.868681881548084789e-01,1.630445258011226173e+01,-2.210006230005768513e-01,1.630595030081031638e+01,-1.355378776220026414e-02,1.630713493916810108e+01,-2.228725626757391554e-01,1.630865788786528725e+01,-1.366632999219718689e-02,1.453541515831692811e-19,-3.805659473821404034e-20,1.502535649677957256e-19,-2.560718717731487737e-01,-1.079735479373077922e+01,2.744805774690878053e+00,1.114077328027446256e+01,2.892654690944856721e+00,9.868681881548084789e-01
2.426666666666666508e+09,-7.196280051708002778e-01,-3.444268511998715889e-03,7.196362475665661895e-01,-3.136806511044283763e+00,-9.309965787127169601e-02,-6.134320963001948179e+00,6.135027402010597264e+00,-1.585972009862429033e+00,-3.644276104113412629e+00,-1.676753091508206239e+01,1.715898718780466936e+01,-1.784809212895866581e+00,-2.349011003916603724e-01,-3.091652411301525571e+00,3.100563361596042178e+00,-1.646629769141568778e+00,-5.586489350794685162e-07,-1.144260910550925974e-06,1.273350566058011585e-06,-2.024974101809226656e+00,5.668652987085501904e-07,1.750085866722976669e-06,1.839602350450620241e-06,1.257553204247860545e+00,-1.405323324292511024e-08,-6.030119813763379402e-07,6.031757149023798756e-07,-1.594097173676895185e+00,2.764060327327938748e-05,5.735369426733400279e-05,6.366670397799500806e-05,1.121706993437426858e+00,1.630404877094608551e+01,-2.323776673287576700e-01,1.630570469822330892e+01,-1.425179336479707841e-02,1.630346522928013542e+01,-2.335153423974179465e-01,1.630513746944444975e+01,-1.432207034153351079e-02,1.536394864767277445e-18,-2.559844469415930774e-19,1.557574145124158715e-18,-1.650971506154312318e-01,7.054759632509809819e+01,9.155892088510604765e+01,1.155854633632365704e+02,9.142938697209180843e-01,1.121706993437426858e+00
2.533333333333333492e+09,-7.198845457926010827e-01,-3.562444232283282566e-03,7.198933603527175595e-01,-3.136644061244896697e+00,9.309721026635378593e-02,-6.114305905284305176e+00,6.115014619275566332e+00,-1.555571374312697319e+00,-1.204491097543642919e+00,-1.661124722702603052e+01,1.665485914805171319e+01,-1.643180220139018211e+00,1.623982910032243099e-01,-3.069573681626097450e+00,3.073866586540860535e+00,-1.517939792687622580e+00,-1.869061485948591691e-07,-1.124205139886250442e-06,1.139636391543034136e-06,-1.735545668741287129e+00,2.052666859663137976e-07,1.727379194787578105e-06,1.739532493215511920e-06,1.452519685943474137e+00,-2.433759532983338481e-08,-6.022129332827794505e-07,6.027045176199429286e-07,-1.611187950895954346e+00,9.046454531820640285e-06,5.625831307524005150e-05,5.698101551980294031e-05,1.411359089954866475e+00,1.628733528038502953e+01,-2.412304270261759753e-01,1.628912160475813309e+01,-1.480983759194633501e-02,1.628541792863562421e+01,-2.405040065596060761e-01,1.628719372045097913e+01,-1.476698514069947621e-02,8.982892359910270173e-19,9.077587179701768811e-19,1.277086309357438122e-18,7.906413216336214411e-01,-8.423463472121685669e+00,8.695974052433362189e+00,1.210680393773528607e+01,2.340277637412655487e+00,1.411359089954866475e+00
2.640000000000000477e+09,-7.198448028557883349e-01,-3.720502590217438389e-03,7.198544174609284862e-01,-3.136424220828760934e+00,1.151340185458699789e-02,-6.274473858728463860e+00,6.274484422029360964e+00,-1.568961369921749949e+00,-1.327854184826095185e+00,-1.724415463364185186e+01,1.729520354795259252e+01,-1.647647817269344062e+00,1.417574327107148646e-01,-3.182896896066434334e+00,3.186052074388940891e+00,-1.526288502524685065e+00,-1.841299257168508267e-07,-1.188351614542408296e-06,1.202532074137751077e-06,-1.724519561769537690e+00,2.121817230562840040e-07,1.804166208485712671e-06,1.816600338941079713e-06,1.453727560277830344e+00,-3.463574464998524186e-08,-6.148317328059000115e-07,6.158065398098371879e-07,-1.627070545792399958e+00,8.877298920313631746e-06,5.946672378398912588e-05,6.012568231398176779e-05,1.422608859800444270e+00,1.629146755644416800e+01,-2.523945121691716920e-01,1.629342254200896889e+01,-1.549119631685010740e-02,1.628657004896956195e+01,-2.507369489070921942e-01,1.628850002233292571e+01,-1.539410332717267016e-02,-2.460666881852436689e-20,-3.439405724712594677e-19,3.448196710487993949e-19,-1.642218009910964227e+00,-1.851820005948403747e+01,-3.880249669605392171e+01,4.299485414896007995e+01,-2.016072741260063861e+00,1.422608859800444270e+00
2.746666666666666985e+09,-7.198783922186474671e-01,-3.841677500426196080e-03,7.198886428256262571e-01,-3.136256139709627799e+00,4.182348665341809602e-01,-6.555336081437750373e+00,6.568664365316932319e+00,-1.507082008468525025e+00,-7.618399183298354416e-01,-1.796176485490926922e+01,1.797791413830354657e+01,-1.613185455523591383e+00,3.255346513718914148e-01,-3.344149148004275762e+00,3.359956299320207229e+00,-1.473757530697238360e+00,-1.939143162140298270e-07,-1.236137978804319009e-06,1.251255315543227423e-06,-1.726399302488702769e+00,1.837201302966299605e-07,1.875907862580833409e-06,1.884882859800258646e-06,1.473171010467697384e+00,3.068460157318759246e-09,-6.386940783444069117e-07,6.387014491606766283e-07,-1.565992091631391414e+00,9.339429522694846583e-06,6.186068921182135642e-05,6.256172802577414632e-05,1.420952781439460244e+00,1.628986188598516094e+01,-2.610278866288411881e-01,1.629195310029064458e+01,-1.602257593043040010e-02,1.628356181993136076e+01,-2.584703303912074812e-01,1.628561305125536052e+01,-1.587175023004880337e-02,1.676577752463282050e-19,2.170800656200477171e-19,2.742861361610399080e-19,9.131555676729736781e-01,2.558897292428957471e+00,1.126583998296134759e+00,2.795916103608467651e+00,4.147259510190193232e-01,1.420952781439460244e+00
2.853333333333333015e+09,-7.198698713627853518e-01,-3.981479440559148632e-03,7.198808817258648407e-01,-3.136061877818042021e+00,3.893002858542976008e-01,-6.769430111784441095e+00,6.780614924245451647e+00,-1.513351023468341161e+00,-8.782574460079349832e-01,-1.854296857739229765e+01,1.856375554147453499e+01,-1.618124325898919746e+00,1.850233018039921795e-01,-3.454811285427902057e+00,3.459762223062510245e+00,-1.517292184934178056e+00,-2.241323453084851301e-07,-1.275801433361043280e-06,1.295339571533107485e-06,-1.744701368249625295e+00,1.962793255580845661e-07,1.936335053517562953e-06,1.946257694428566866e-06,1.469774980714228851e+00,2.021194087871001410e-08,-6.592383202368940052e-07,6.595480918195777078e-07,-1.540146392309778456e+00,1.082456332183595875e-05,6.385483666403258597e-05,6.476581919885455161e-05,1.402874377318920285e+00,1.629255233132869662e+01,-2.704143618587719899e-01,1.629479626740339526e+01,-1.659589791200478601e-02,1.628193989217417226e+01,-2.679944906664293858e-01,1.628414528611803647e+01,-1.645813058983938357e-02,3.810540438807547629e-20,1.226727825586791029e-19,1.284547913636066951e-19,1.269619280577620968e+00,1.069254455945806015e+01,2.316415103132773545e+00,1.094057987887377870e+01,2.133415854255594490e-01,1.402874377318920285e+00
2.960000000000000000e+09,-7.199279344250976154e-01,-4.102160759202663938e-03,7.199396214186867260e-01,-3.135894699435719968e+00,-1.145333799607801406e-01,-7.015370528075019152e+00,7.016305405361771719e+00,-1.587120939330757263e+00,-1.804784194580446588e+00,-1.911597556272464615e+01,1.920098350876051541e+01,-1.664929647723499606e+00,-1.978492499160360019e-01,-3.570351302447338782e+00,3.575828959637155968e+00,-1.626154214337474979e+00,-2.698625043708264052e-07,-1.305460366333166694e-06,1.333061341173773727e-06,-1.774643333889342589e+00,2.654418420466922526e-07,1.990849749919803247e-06,2.008467599505872862e-06,1.438247159110129125e+00,-3.692195967696418385e-09,-6.837647501459735834e-07,6.837747186414905586e-07,-1.576196078803156597e+00,1.308748230395043484e-05,6.535424998868933385e-05,6.665178305672186411e-05,1.373156072542570660e+00,1.628839905648564468e+01,-2.776219649193467642e-01,1.629076480030106211e+01,-1.704250278310144931e-02,1.627816497997965328e+01,-2.770675112452237188e-01,1.628052276560011435e+01,-1.701916401643791682e-02,-1.207627171907418294e-19,-1.307608286536722408e-19,1.779944610752989702e-19,-2.316465205673218453e+00,-1.431783848194843944e+00,-1.466420307519502408e+01,1.473393555091479357e+01,-1.668125848883652340e+00,1.373156072542570660e+00
