# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11), Amp(S21), Amp(S11)
4.000000000000000000e+09,2.295513460181046090e-06,1.462764624170966455e-04,-7.187362346399734925e-01,6.968800540665053347e-03,1.462944730306177876e-04,7.187700182710896613e-01
4.080000000000000000e+09,1.653333668978412482e-06,1.492402188605370349e-04,-7.187297829587091513e-01,7.139196578134147757e-03,1.492493766746178820e-04,7.187652391703805987e-01
4.160000000000000477e+09,1.661699839165717399e-06,1.505860475106044979e-04,-7.187365661088871427e-01,7.314148270199081342e-03,1.505952155655069906e-04,7.187737809818282031e-01
4.240000000000000000e+09,-4.370359707151938742e-05,1.549028353069876161e-04,-7.187152642501063449e-01,7.489430542929571138e-03,1.609499698140184464e-04,7.187542852991957165e-01
4.320000000000000000e+09,-3.737352390473592511e-07,1.491908346075054750e-04,-7.187070491803871919e-01,7.669758493121056619e-03,1.491913027254369102e-04,7.187479723358684014e-01
4.400000000000000000e+09,-8.445226222500231916e-07,1.477337085336936202e-04,-7.186980722363609519e-01,7.853955167989016065e-03,1.477361223789829610e-04,7.187409850899294517e-01
4.480000000000000000e+09,-1.152123334326572382e-06,1.465590791423844496e-04,-7.186882133189882449e-01,8.042381134457892225e-03,1.465636075812860363e-04,7.187332104876965611e-01
4.560000000000000000e+09,2.372129200029866127e-05,1.468423038735119663e-04,-7.186773227680780529e-01,8.235461569722525577e-03,1.487459643185127232e-04,7.187245070876313591e-01
4.640000000000000000e+09,-1.383789953541492566e-06,1.468806283552884586e-04,-7.186652107652456989e-01,8.433699992320232292e-03,1.468871466830229107e-04,7.187146947571166899e-01
4.720000000000000000e+09,-1.436120942577205997e-06,1.488046044401960762e-04,-7.186516314183174492e-01,8.637695686549418800e-03,1.488115343176224774e-04,7.187035391084299896e-01
4.800000000000000000e+09,-1.557148140563414149e-06,1.518524618329126878e-04,-7.186362579296401432e-01,8.848166265347755244e-03,1.518604453932881956e-04,7.186907271263318631e-01
4.880000000000000000e+09,-1.828376318123932357e-06,1.557836043865178522e-04,-7.186186420920054330e-01,9.065976742184166451e-03,1.557943335157469000e-04,7.186758272659847790e-01
4.960000000000000000e+09,-2.316305578776207302e-06,1.602646802173563682e-04,-7.185981449175188329e-01,9.292174845528258786e-03,1.602814181266991637e-04,7.186582208478932143e-01
5.040000000000000000e+09,-3.066331978112407556e-06,1.649313881467377838e-04,-7.185738123066680583e-01,9.528023806054688322e-03,1.649598896332374158e-04,7.186369785716480996e-01
5.120000000000000000e+09,-4.101511956933494040e-06,1.694402277808932994e-04,-7.185441498856607323e-01,9.774989311415471088e-03,1.694898616164809788e-04,7.186106357068097195e-01
5.200000000000000000e+09,-5.425007938798762593e-06,1.735027726782848194e-04,-7.185067705195906651e-01,1.003452764962753721e-02,1.735875653328561611e-04,7.185768372468199772e-01
5.280000000000000000e+09,-7.023940287311551342e-06,1.768983715798455732e-04,-7.184581729268031403e-01,1.030740391223623591e-02,1.770377632166675243e-04,7.185321070214818473e-01
5.360000000000000000e+09,-8.873641199106825357e-06,1.794634306960138327e-04,-7.183943491168803819e-01,1.059284928773731455e-02,1.796826771431053868e-04,7.184724415724649260e-01
5.440000000000000000e+09,-1.094538127445930181e-05,1.810577303515260948e-04,-7.183119003301861039e-01,1.088868259846563144e-02,1.813882661345248373e-04,7.183944247867555255e-01
5.520000000000000000e+09,-1.322478806543153640e-05,1.815139096715491962e-04,-7.182084113198975439e-01,1.119210566295354876e-02,1.819950395577497437e-04,7.182956113744688453e-01
