# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11), Amp(S21), Amp(S11)
2.000000000000000000e+09,2.501995383053639015e-05,5.547726092157113053e-05,-7.198032265361796744e-01,-3.201016733541372280e-03,6.085823337102594670e-05,7.198103440768430783e-01
2.106666666666666746e+09,3.878135724439005585e-05,6.066477331233944377e-05,-7.198110174296162844e-01,-3.404195526973527799e-03,7.200144714347439122e-05,7.198190670996741369e-01
2.213333333333333492e+09,3.442598075373522664e-05,6.566840956073845476e-05,-7.198984365495888493e-01,-3.582835088197282736e-03,7.414504814951187301e-05,7.199073521320723534e-01
2.320000000000000000e+09,2.362200633031909345e-05,6.824382888720902302e-05,-7.199301870322689645e-01,-3.761252805015233812e-03,7.221647571196131989e-05,7.199400122392010104e-01
2.426666666666666508e+09,1.930499794747739465e-05,7.412182877511658621e-05,-7.187531348932617581e-01,-3.983804178895211656e-03,7.659457191420164437e-05,7.187641752443058030e-01
2.533333333333333492e+09,-3.801244692603323824e-06,7.667378412803220185e-05,-7.186278664083054490e-01,-4.141976630152859919e-03,7.676795316878735312e-05,7.186398029256089171e-01
2.640000000000000477e+09,1.020674670381430671e-05,7.964819598636150568e-05,-7.187423406744932741e-01,-4.254048294418890167e-03,8.029951931461157516e-05,7.187549298649300589e-01
2.746666666666666985e+09,1.069631233545208006e-05,8.287352752822042443e-05,-7.187881349830491651e-01,-4.432668369183951490e-03,8.356095178100984714e-05,7.188018026836613394e-01
2.853333333333333015e+09,1.218632274209646712e-05,8.556668971797560413e-05,-7.188011132667406766e-01,-4.617826864118518282e-03,8.643011541856721145e-05,7.188159463718460929e-01
2.960000000000000000e+09,2.042785534576950976e-06,8.969821260129023140e-05,-7.188431475250274261e-01,-4.804729203290783283e-03,8.972147076707190816e-05,7.188592046892112730e-01
3.066666666666666985e+09,2.619474563892553582e-06,9.332391642824237519e-05,-7.188569982314244600e-01,-4.994241476769036535e-03,9.336067172260730667e-05,7.188743467075608962e-01
3.173333333333333015e+09,-9.075983294592650501e-07,9.698414960559144306e-05,-7.188599023855184456e-01,-5.186105726420263233e-03,9.698839626185897899e-05,7.188786093286700929e-01
3.280000000000000000e+09,-1.402581295535328147e-06,1.003007158805235605e-04,-7.188661109971744567e-01,-5.380382942523311528e-03,1.003105220823623071e-04,7.188862455637957671e-01
3.386666666666666508e+09,-1.433669876465315987e-06,1.040806472193809196e-04,-7.188576214112513130e-01,-5.578215647874732244e-03,1.040905208696733759e-04,7.188792640985384175e-01
3.493333333333333492e+09,6.778761754982583811e-06,1.086262045113313315e-04,-7.188515629100644677e-01,-5.778070139415406904e-03,1.088375115365487983e-04,7.188747843628807699e-01
3.600000000000000000e+09,2.853584049757666540e-05,1.140507472892108253e-04,-7.188160345026043396e-01,-5.985430947400247580e-03,1.175664371754565402e-04,7.188409537871889299e-01
