# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11)
4.000000000000000000e+09,3.792789868028772961e-05,1.405031763355573413e-04,-7.188498910037617318e-01,6.802885680590172596e-03
4.080000000000000000e+09,2.190690019844359659e-06,1.453714606157417710e-04,-7.187430442616488113e-01,6.950567376876720313e-03
4.160000000000000477e+09,2.082629305507901365e-06,1.463767306553185384e-04,-7.187535656325231281e-01,7.109769970812055903e-03
4.240000000000000000e+09,1.136120524189275792e-06,1.459053836105378052e-04,-7.187034902631643796e-01,7.268004715716266419e-03
4.320000000000000000e+09,3.529067023739985912e-06,1.445570949223602740e-04,-7.187266436641537304e-01,7.430465313250877307e-03
4.400000000000000000e+09,3.760591160022616791e-06,1.428676852117056529e-04,-7.187204919177418994e-01,7.594393145626657064e-03
4.480000000000000000e+09,2.990271047066270850e-05,1.418013640121341490e-04,-7.187287607723256144e-01,7.761772649667646184e-03
4.560000000000000000e+09,3.820737090335465048e-06,1.409412618126924073e-04,-7.187069540657473610e-01,7.928875631603285457e-03
4.640000000000000000e+09,3.706764066087160232e-06,1.415386951994071550e-04,-7.186994803426429712e-01,8.099726402080162369e-03
4.720000000000000000e+09,3.498924129811401913e-06,1.434352867249018759e-04,-7.187049593802105063e-01,8.274612259151006843e-03
4.800000000000000000e+09,3.437191348987354810e-06,1.464318850528306465e-04,-7.186828484579075305e-01,8.449563834838372256e-03
4.880000000000000000e+09,3.415606600264148256e-06,1.504564239851411149e-04,-7.186853793039458260e-01,8.630425214082455485e-03
4.960000000000000000e+09,3.415786129258476713e-06,1.550106488297253748e-04,-7.186634828767008987e-01,8.811792717339545986e-03
5.040000000000000000e+09,3.558547263065188003e-06,1.598921175977972972e-04,-7.186525363825293500e-01,8.998255417876259779e-03
5.120000000000000000e+09,3.800774430701768798e-06,1.647441195773531261e-04,-7.186405785185504547e-01,9.188735946126002155e-03
5.200000000000000000e+09,4.122601925164887058e-06,1.693253417457102176e-04,-7.186274451489045312e-01,9.383633642652267071e-03
5.280000000000000000e+09,4.496370792090840666e-06,1.734803521955337769e-04,-7.186129298432243351e-01,9.583406650704453036e-03
5.360000000000000000e+09,4.892356201193733156e-06,1.771388156616706896e-04,-7.185967679430756982e-01,9.788583664678395663e-03
5.440000000000000000e+09,5.283425980345524120e-06,1.803012927296157824e-04,-7.185786123454013241e-01,9.999778274436854283e-03
5.520000000000000000e+09,5.647892550442111425e-06,1.830172529120379645e-04,-7.185579955226366611e-01,1.021770500368710324e-02
5.600000000000000000e+09,5.970427424742499764e-06,1.853607984106026333e-04,-7.185342683218586268e-01,1.044319272857560654e-02
5.680000000000000000e+09,6.241345118206063045e-06,1.874085023199912041e-04,-7.185065008520623575e-01,1.067718092828493122e-02
5.760000000000000000e+09,6.454948942040566632e-06,1.892221432540636258e-04,-7.184733324237951857e-01,1.092065702596377308e-02
5.840000000000000954e+09,6.607721351762591719e-06,1.908373443107742439e-04,-7.184328054331399205e-01,1.117444659056859857e-02
5.920000000000000000e+09,6.696996216682735064e-06,1.922573992671146900e-04,-7.183823709150638503e-01,1.143880209751129556e-02
6.000000000000000000e+09,6.719986128774422431e-06,1.934501382075414530e-04,-7.183192918485827860e-01,1.171304949147022011e-02
