# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11)
4.000000000000000000e+09,3.793594018066165818e-05,1.404993854926859880e-04,-7.188498407296071147e-01,6.803719969861956977e-03
4.080000000000000000e+09,2.193893002223681599e-06,1.453674420392526740e-04,-7.187430042402684904e-01,6.951430016838319563e-03
4.160000000000000477e+09,2.085640767801660949e-06,1.463732172848233155e-04,-7.187535174812595962e-01,7.110659675544410419e-03
4.240000000000000000e+09,1.139038491438344202e-06,1.459027164558752857e-04,-7.187034543477964776e-01,7.268925473842629929e-03
4.320000000000000000e+09,3.531057171950177549e-06,1.445551637128031754e-04,-7.187265955686326091e-01,7.431415211768173552e-03
4.400000000000000000e+09,3.762294148677473800e-06,1.428668219838507333e-04,-7.187204407754950175e-01,7.595374086747027319e-03
4.480000000000000000e+09,2.990014384649115062e-05,1.418009193781813373e-04,-7.187287009531706516e-01,7.762784420706975337e-03
4.560000000000000000e+09,3.822136947861416931e-06,1.409426994520886353e-04,-7.187068961995802807e-01,7.929922063673355490e-03
4.640000000000000000e+09,3.708096645446651190e-06,1.415412128977984766e-04,-7.186994187597876005e-01,8.100807462348501298e-03
4.720000000000000000e+09,3.500232826963263898e-06,1.434387478637819883e-04,-7.187048886968879780e-01,8.275727844663507624e-03
4.800000000000000000e+09,3.438306530264591435e-06,1.464362167872884028e-04,-7.186827786147765851e-01,8.450718416805709163e-03
4.880000000000000000e+09,3.416452243095705307e-06,1.504614685688163513e-04,-7.186853004384063937e-01,8.631617332079913330e-03
4.960000000000000000e+09,3.916122627023534490e-06,1.550049204011174991e-04,-7.186434320677537180e-01,8.813650666061078817e-03
5.040000000000000000e+09,3.558348104636789518e-06,1.598986584414827127e-04,-7.186524516339066748e-01,8.999532664859992773e-03
5.120000000000000000e+09,3.799745056964555996e-06,1.647514972704703067e-04,-7.186404879828972581e-01,9.190057903872042924e-03
5.200000000000000000e+09,4.120532838975101454e-06,1.693337129523769585e-04,-7.186273483406091511e-01,9.385002471604517518e-03
5.280000000000000000e+09,4.493057730013088351e-06,1.734899137221026242e-04,-7.186128262218782758e-01,9.584824682210087501e-03
5.360000000000000000e+09,4.887602242118829291e-06,1.771497853437482384e-04,-7.185966569058581666e-01,9.790053417918104586e-03
5.440000000000000000e+09,5.277038727057916749e-06,1.803138902004438021e-04,-7.185784932205739883e-01,1.000130247877006190e-02
5.520000000000000000e+09,5.639678379003688831e-06,1.830316776801213323e-04,-7.185578675624906264e-01,1.021928662289248342e-02
5.600000000000000000e+09,5.960184529621758833e-06,1.853772252553301735e-04,-7.185341306985085774e-01,1.044483499423532954e-02
5.680000000000000000e+09,6.228856814494315752e-06,1.874270668424481818e-04,-7.185063526588363336e-01,1.067888738237083267e-02
5.760000000000000000e+09,6.439980513632081503e-06,1.892429308979380002e-04,-7.184731726843853750e-01,1.092243159540894938e-02
5.840000000000000954e+09,6.590016690886800921e-06,1.908603785684296955e-04,-7.184326331039335711e-01,1.117629371614419463e-02
5.920000000000000000e+09,6.676275249991897851e-06,1.922826160966352969e-04,-7.183821848191750403e-01,1.144072695074843139e-02
6.000000000000000000e+09,6.695940438594081874e-06,1.934773366610278360e-04,-7.183190904397329657e-01,1.171505821524137202e-02
6.080000000000000000e+09,6.643996299115234237e-06,1.943742077997180856e-04,-7.182409670693278292e-01,1.199779236150021015e-02
6.160000000000000000e+09,6.507792284126019169e-06,1.948618388031853337e-04,-7.181460031466962990e-01,1.228700029579737722e-02
6.239999999999999046e+09,6.256602837648387173e-06,1.947846319037550812e-04,-7.180328929318092746e-01,1.258060432955956758e-02
6.320000000000000000e+09,5.825557710867138841e-06,1.939406601667176006e-04,-7.179007156117752642e-01,1.287650166313422141e-02
6.400000000000000954e+09,5.094034392681813332e-06,1.920822012926221597e-04,-7.177488444185068373e-01,1.317260504815617392e-02
6.480000000000000000e+09,3.859203994956274069e-06,1.889209698812454393e-04,-7.175768889433336017e-01,1.346685313763195876e-02
6.560000000000000000e+09,1.806142373176442711e-06,1.841405837868145259e-04,-7.173846594529325049e-01,1.375721148693853126e-02
6.640000000000000000e+09,-1.523366150470273459e-06,1.774185428470416654e-04,-7.171721445248054883e-01,1.404167134426732334e-02
6.720000000000000000e+09,-6.760346539083530830e-06,1.684602139993005086e-04,-7.169394968169463533e-01,1.431824846283972358e-02
6.799999999999999046e+09,-1.473282708766042513e-05,1.570460555014477984e-04,-7.166870241100559147e-01,1.458498254565887206e-02
6.880000000000000000e+09,-2.648042386808012461e-05,1.430923880013790098e-04,-7.164151840247187097e-01,1.483993747904163545e-02
6.960000000000000954e+09,-4.325467524337147426e-05,1.267248019378371961e-04,-7.161245815546251059e-01,1.508120244373288912e-02
7.039999999999999046e+09,-6.650034898242744596e-05,1.083616350075422915e-04,-7.158159688999790049e-01,1.530689404061697824e-02
7.120000000000000000e+09,-9.781329063858601306e-05,8.880285387735874735e-05,-7.154902472672088898e-01,1.551515964828833506e-02
7.200000000000000000e+09,-1.388709432086719501e-04,6.931874263602436081e-05,-7.151484703530808229e-01,1.570418230837518705e-02
7.280000000000000000e+09,-1.913330120196862641e-04,5.173098420226495526e-05,-7.147918492318914296e-01,1.587218746167002106e-02
7.359999999999999046e+09,-2.560044458933301769e-04,1.764057989108108000e-04,-7.143610856067449388e-01,1.629523305302742892e-02
7.440000000000000000e+09,-3.362086611588820410e-04,3.265391280959505527e-05,-7.140397416316655033e-01,1.613831528526418063e-02
7.520000000000000000e+09,-4.305339212086893878e-04,3.801706676858181881e-05,-7.136475199310822193e-01,1.623319447249008118e-02
7.599999999999999046e+09,-5.396930377458830771e-04,5.895064649105751561e-05,-7.132469962625165305e-01,1.630060101156602381e-02
7.680000000000000000e+09,-6.627710469040142428e-04,1.003759767603133518e-04,-7.128402610294006791e-01,1.633916181183330679e-02
7.760000000000000954e+09,-7.977128473923866293e-04,1.676067069874039982e-04,-7.124295947121431771e-01,1.634764309839408652e-02
7.840000000000000000e+09,-9.411179044868933641e-04,2.661408627383373641e-04,-7.120174677266254415e-01,1.632497746318971668e-02
7.919999999999999046e+09,-1.088064711720379812e-03,4.013883103823391064e-04,-7.116065364680916883e-01,1.627029369905628325e-02
8.000000000000000000e+09,-1.231982590563426242e-03,5.783346093574200011e-04,-7.111996346263813606e-01,1.618294895059154206e-02
8.080000000000000000e+09,-1.364589018296991996e-03,8.011458803284689364e-04,-7.107997589101139324e-01,1.606256232797795627e-02
8.159999999999999046e+09,-1.475910919573396795e-03,1.072723584184747054e-03,-7.104100483815182221e-01,1.590904908838438117e-02
8.240000000000000000e+09,-1.554407066801421220e-03,1.394222866257000459e-03,-7.100337567584397158e-01,1.572265408885867646e-02
8.320000000000000954e+09,-1.587206980325463678e-03,1.764553065690780808e-03,-7.096742172948893312e-01,1.550398307461675271e-02
8.400000000000000000e+09,-1.560478638211216205e-03,2.179884144289210342e-03,-7.093348001117434354e-01,1.525403013030477567e-02
8.480000000000000000e+09,-1.459933355257187447e-03,2.633187796346314787e-03,-7.090188622377923133e-01,1.497419948826878185e-02
8.560000000000000000e+09,-1.271471114496642131e-03,3.113846672609353605e-03,-7.087296910865662491e-01,1.466631986955384791e-02
8.640000000000000000e+09,-9.819634728338068070e-04,3.607369352041270728e-03,-7.084704425477835743e-01,1.433264953950950417e-02
8.720000000000000000e+09,-5.801638506660257606e-04,4.095251971063483369e-03,-7.082440753984351467e-01,1.397587054922333136e-02
8.800000000000000000e+09,-5.772608963774923186e-05,4.555029749094241867e-03,-7.080532841871433059e-01,1.359907083506801083e-02
8.880000000000000000e+09,5.896980983437216661e-04,4.960562174256226593e-03,-7.079004331961272767e-01,1.320571354373601888e-02
8.959999999999998093e+09,1.361324609236777474e-03,5.282594612154576860e-03,-7.077874943182292933e-01,1.279959337263718473e-02
9.040000000000000000e+09,2.250121366262092595e-03,5.489634364962062488e-03,-7.077159918255018223e-01,1.238478063887609587e-02
9.120000000000000000e+09,3.241783856901378665e-03,5.549171413790409367e-03,-7.076869568924853970e-01,1.196555437455271327e-02
9.200000000000000000e+09,4.313891350899640327e-03,5.429260292944823769e-03,-7.077008944117011424e-01,1.154632670006236136e-02
9.280000000000000000e+09,5.435350828293498276e-03,5.100459373680470143e-03,-7.077577641054545454e-01,1.113156122713542494e-02
9.360000000000000000e+09,6.566250908345604501e-03,4.538095231232078426e-03,-7.078569771820359957e-01,1.072568882157125432e-02
9.440000000000000000e+09,7.658258138443290938e-03,3.724781959237761196e-03,-7.079974089062449627e-01,1.033302435307099053e-02
9.520000000000000000e+09,8.655688275114419017e-03,2.653078081889232928e-03,-7.081774265324163320e-01,9.957688006407436343e-03
9.600000000000000000e+09,9.497370365357899955e-03,1.328108493887381232e-03,-7.083949311215369526e-01,9.603534530056016816e-03
9.680000000000000000e+09,1.011938566986901947e-02,-2.300802350109830245e-04,-7.086474109379030661e-01,9.274093249938521882e-03
9.760000000000000000e+09,1.045870125002190502e-02,-1.984718809677707592e-03,-7.089320034968515927e-01,8.972521038505387042e-03
9.840000000000000000e+09,1.050478209560915671e-02,-4.217215354160985114e-03,-7.092455630009647516e-01,8.701569397012795179e-03
9.920000000000000000e+09,1.006889541347417982e-02,-5.848380689229383880e-03,-7.095847296407025162e-01,8.463566139678394343e-03
1.000000000000000000e+10,9.261050519024626934e-03,-7.798450798071098096e-03,-7.099459975250344002e-01,8.260411068279245594e-03
1.008000000000000000e+10,8.023624998138544073e-03,-9.632531718708356450e-03,-7.103257782063082670e-01,8.093584357189480272e-03
1.016000000000000000e+10,6.371531755239969244e-03,-1.124512875045953139e-02,-7.107204574604572000e-01,7.964165720827327127e-03
1.024000000000000000e+10,4.347963613891048934e-03,-1.253143924833064436e-02,-7.111264435313834342e-01,7.872862012847996541e-03
1.032000000000000000e+10,2.025141808869149879e-03,-1.339569243181357346e-02,-7.115402058195714474e-01,7.820040739544599495e-03
1.040000000000000000e+10,-4.976185753312895726e-04,-1.376000032477640855e-02,-7.119583036445742419e-01,7.805766978626177931e-03
1.048000000000000000e+10,-3.098791732742929312e-03,-1.357276611342609490e-02,-7.123774052941801438e-01,7.829841394983940231e-03
1.056000000000000000e+10,-5.642363385168800566e-03,-1.281557103727222133e-02,-7.127942979997118345e-01,7.891837405339595726e-03
1.064000000000000000e+10,-7.987850081665004084e-03,-1.150750075770400581e-02,-7.132058897461219793e-01,7.991135891369854569e-03
1.072000000000000000e+10,-1.000166341553583756e-02,-9.706101045442408481e-03,-7.136092039009145349e-01,8.126956288295524022e-03
1.080000000000000000e+10,-1.156856921892154832e-02,-7.504553421792679521e-03,-7.140013676384774355e-01,8.298383128331244390e-03
1.088000000000000000e+10,-1.260188168910885559e-02,-5.025170885580765648e-03,-7.143795948733793200e-01,8.504387279460791718e-03
1.096000000000000000e+10,-1.305114631639260614e-02,-2.409836676037933369e-03,-7.147411644336322256e-01,8.743841233912421143e-03
1.104000000000000000e+10,-1.290638834906413478e-02,1.915592767121583953e-04,-7.150833939268805839e-01,9.015527491193924686e-03
1.112000000000000191e+10,-1.219847096120471597e-02,2.633373938684633112e-03,-7.154036098274063615e-01,9.318138955678886837e-03
1.120000000000000000e+10,-1.099562509315643588e-02,4.785798739236310148e-03,-7.156991144622102397e-01,9.650269832129330233e-03
1.128000000000000000e+10,-9.396683627709912986e-03,6.544585339934771637e-03,-7.159671509360732156e-01,1.001039512793636121e-02
1.135999999999999809e+10,-7.521900765164752506e-03,7.838027064108788605e-03,-7.162048676481514997e-01,1.039683646335175411e-02
1.143999999999999809e+10,-5.502425058976623956e-03,8.630704223493771560e-03,-7.164092849788037398e-01,1.080771158619603031e-02
1.152000000000000000e+10,-3.469521608132507609e-03,8.923897023404868400e-03,-7.165772679740416429e-01,1.124086490287664816e-02
1.160000000000000000e+10,-1.544535039065871723e-03,8.752910769166406812e-03,-7.167055104639897811e-01,1.169377637536940517e-02
1.168000000000000191e+10,1.696046269444731816e-04,8.181813373167114850e-03,-7.167905382107286894e-01,1.216344699576612023e-02
1.176000000000000000e+10,1.652874330176073905e-03,7.236904709568737701e-03,-7.168638516439662656e-01,1.265010909794026320e-02
