# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11), Amp(S21), Amp(S11)
2.000000000000000000e+09,4.641992888301301877e-05,5.590206984592137221e-05,-7.197191648608985970e-01,-3.193682477323381112e-03,7.266258466750449103e-05,7.197262506507841051e-01
2.160000000000000000e+09,4.955148293464287849e-05,6.470275908425306057e-05,-7.197849791102688410e-01,-3.458244881647323798e-03,8.149721770795059414e-05,7.197932867222586184e-01
2.320000000000000000e+09,3.393125872319314909e-05,6.796112897679772950e-05,-7.198766230694045865e-01,-3.704922584356324863e-03,7.596081470298489575e-05,7.198861568978568437e-01
2.480000000000000000e+09,2.763052148022079944e-05,7.449786650535795984e-05,-7.200572007065473290e-01,-3.939903989511896708e-03,7.945676705680314517e-05,7.200679795219306900e-01
2.640000000000000477e+09,9.347118124636418987e-06,8.623381303053448388e-05,-7.188727558068651602e-01,-4.197810446888221476e-03,8.673891356836956285e-05,7.188850121221785905e-01
2.800000000000000477e+09,1.546085023678943891e-05,8.223236670918932206e-05,-7.187701168565914234e-01,-4.419188652799255733e-03,8.367317386497909182e-05,7.187837018981351189e-01
2.960000000000000000e+09,4.481206580287425508e-06,8.686278223247971401e-05,-7.188053583072964159e-01,-4.684570283651178814e-03,8.697829700323181574e-05,7.188206231947044111e-01
3.120000000000000000e+09,1.660370203123161376e-06,9.248074851125531932e-05,-7.188318918609030161e-01,-4.956983278923799731e-03,9.249565219194614781e-05,7.188489830552399207e-01
3.280000000000000000e+09,3.421859061582128315e-06,9.734746007703041614e-05,-7.188476400063525951e-01,-5.235989976464974771e-03,9.740758236855261718e-05,7.188667088784514991e-01
3.440000000000000000e+09,-7.702714679510310197e-07,1.033051861699726276e-04,-7.188540375914683755e-01,-5.520243589251173227e-03,1.033080578064801371e-04,7.188752328817852311e-01
3.600000000000000000e+09,-2.034652924073023866e-07,1.128098321746906312e-04,-7.188739861736047621e-01,-5.811052869223116805e-03,1.128100156608759561e-04,7.188974727543399057e-01
3.760000000000000477e+09,-2.510563178529143801e-06,1.256878532077970072e-04,-7.189096511426003033e-01,-6.110089517027707945e-03,1.257129244407993198e-04,7.189356158237546479e-01
3.920000000000000000e+09,-5.534946809792044428e-07,1.382799498154772138e-04,-7.188933757705897598e-01,-6.418254324407014245e-03,1.382810575506738344e-04,7.189220261721065430e-01
4.080000000000000000e+09,-2.184685384291639738e-07,1.457099056395183448e-04,-7.188906267093937430e-01,-6.737334417504017674e-03,1.457100694186219323e-04,7.189221966566884392e-01
4.240000000000000000e+09,1.302516260099903227e-06,1.466051339479696152e-04,-7.189168931187690514e-01,-7.065958653699693122e-03,1.466109199497429643e-04,7.189516165801697056e-01
4.400000000000000000e+09,1.643272764806025003e-06,1.438257760777833223e-04,-7.189220512389333795e-01,-7.409730426659319642e-03,1.438351633285693456e-04,7.189602352443361655e-01
4.560000000000000000e+09,2.647357751714817038e-06,1.421357411876976906e-04,-7.189684538987123341e-01,-7.767644365834838749e-03,1.421603933099572831e-04,7.190104129986567560e-01
4.720000000000000000e+09,2.013227531177048176e-06,1.447317144645634060e-04,-7.189900154279551536e-01,-8.144573040995018581e-03,1.447457158500527077e-04,7.190361439838134361e-01
4.880000000000000000e+09,8.879516044829904705e-07,1.517331250549415326e-04,-7.190110790310082489e-01,-8.543593097854669180e-03,1.517357232064698452e-04,7.190618365289291880e-01
5.040000000000000000e+09,3.955783465123461768e-07,1.609582043033476765e-04,-7.190565246298156188e-01,-8.972405042872048930e-03,1.609586903984573159e-04,7.191125013966603863e-01
5.200000000000000000e+09,5.507140281281697826e-09,1.696997481534268950e-04,-7.191221887793098899e-01,-9.437846195217093961e-03,1.696997482427864586e-04,7.191841178276603408e-01
5.360000000000000000e+09,-6.334228857929654048e-07,1.760554761148038806e-04,-7.192237669074267314e-01,-9.947319136428909442e-03,1.760566155944232655e-04,7.192925524725739539e-01
5.520000000000000000e+09,-2.069541411027336954e-06,1.791310585552267107e-04,-7.193859627993063333e-01,-1.049935906475160489e-02,1.791430130950353802e-04,7.194625772154209509e-01
5.680000000000000000e+09,-5.152770699531460384e-06,1.782733263799877392e-04,-7.196319648973712457e-01,-1.107733165104017245e-02,1.783477780754994077e-04,7.197172168140474335e-01
5.840000000000000954e+09,-1.184730798933602403e-05,1.721088963599322959e-04,-7.199748120287339237e-01,-1.165668493384228004e-02,1.725161758004973417e-04,7.200691690799277955e-01
6.000000000000000000e+09,-2.688848273543184607e-05,1.585699193495234359e-04,-7.204187529635872611e-01,-1.221159313707212771e-02,1.608334847795320926e-04,7.205222429797399908e-01
6.160000000000000954e+09,-5.960851522673283535e-05,1.369309220165335756e-04,-7.209616253411275100e-01,-1.271679313802451944e-02,1.493427349817648018e-04,7.210737701804410538e-01
6.320000000000000000e+09,-1.244659776554789884e-04,1.121706214944744875e-04,-7.215959438165314710e-01,-1.314803465126855586e-02,1.675530600144051749e-04,7.217157175423448701e-01
6.480000000000000000e+09,-2.383685542873724894e-04,1.008169334010788594e-04,-7.223092264049357780e-01,-1.348240343373817776e-02,2.588119427952458571e-04,7.224350446594122177e-01
6.640000000000000000e+09,-4.131971397788486737e-04,1.359651574948765596e-04,-7.230839314363053383e-01,-1.369883515700923322e-02,4.349924141568770183e-04,7.232136821065004995e-01
6.800000000000000954e+09,-6.433868750060716367e-04,2.678499435375717667e-04,-7.238972333155379024e-01,-1.377898280148440353e-02,6.969148177382647729e-04,7.240283590916407608e-01
6.960000000000000954e+09,-8.909648609793556842e-04,5.559533794841533920e-04,-7.247208813979095776e-01,-1.370855809764625829e-02,1.050191669963066159e-03,7.248505228661143995e-01
7.120000000000000000e+09,-1.073476038783618535e-03,1.049895378300282067e-03,-7.255214652291186450e-01,-1.347917732111062784e-02,1.501542910215642465e-03,7.256466665874385935e-01
7.280000000000000954e+09,-1.062627566068615175e-03,1.759675715055301470e-03,-7.262614665303127603e-01,-1.309056263969296703e-02,2.055635173449874356e-03,7.263794329391384252e-01
7.440000000000000000e+09,-7.018865979093099347e-04,2.620969689582049351e-03,-7.269014286942052649e-01,-1.255269857724778879e-02,2.713323959654012629e-03,7.270098054904403639e-01
7.600000000000001907e+09,1.515396679042549204e-04,3.467079927947916938e-03,-7.274033486508011404e-01,-1.188729778931469847e-02,3.470390107427098313e-03,7.275004738672895543e-01
7.760000000000000954e+09,1.561651509654666831e-03,4.024027781629597317e-03,-7.277349875266519996e-01,-1.112782882582540912e-02,4.316428503396472702e-03,7.278200606226742364e-01
7.919999999999999046e+09,3.437511832760809394e-03,3.946721213532997964e-03,-7.278743128406875984e-01,-1.031754319883500422e-02,5.233841413123056958e-03,7.279474342223914984e-01
8.080000000000000954e+09,5.471546149564150002e-03,2.909088881489105445e-03,-7.278129476127072062e-01,-9.505457359752630606e-03,6.196823007575237054e-03,7.278750170409170606e-01
8.240000000000000000e+09,7.131089281082252269e-03,7.457050630385010041e-04,-7.275575498016748632e-01,-8.740958700794960318e-03,7.169972829502734013e-03,7.276100553403763715e-01
8.400000000000000954e+09,7.749585654094819781e-03,-2.380016113934011520e-03,-7.271107698221065396e-01,-8.077736985016915547e-03,8.106821480255859552e-03,7.271556376911999520e-01
8.560000000000000000e+09,6.727173547303462453e-03,-5.898818815169279417e-03,-7.265567050316361630e-01,-7.522456919897134442e-03,8.947118382458933011e-03,7.265956461365150609e-01
8.720000000000000000e+09,3.859640144117931250e-03,-8.815161163201648553e-03,-7.258781174647183088e-01,-7.127266760546847879e-03,9.623091414680904482e-03,7.259131072970093079e-01
8.880000000000000000e+09,-4.153567375176439331e-04,-1.005606625099886992e-02,-7.251300543542725796e-01,-6.896201223458320664e-03,1.006464056307426053e-02,7.251628460691741385e-01
9.040000000000000000e+09,-4.975543508317451305e-03,-8.920563080903255726e-03,-7.243481087168274213e-01,-6.834760458853841696e-03,1.021432713807102037e-02,7.243803535106226876e-01
9.200000000000001907e+09,-8.373886215477821873e-03,-5.537476716249213962e-03,-7.235656468408540043e-01,-6.943132893107425117e-03,1.003920408861039455e-02,7.235989582514577023e-01
9.360000000000000000e+09,-9.488504771226950393e-03,-9.559232873089496506e-04,-7.228147583117942032e-01,-7.217777045117028910e-03,9.536535645863026753e-03,7.228507945204255547e-01
9.520000000000001907e+09,-8.092965647453159370e-03,3.281131921240744344e-03,-7.221275491054487405e-01,-7.651549049892381570e-03,8.732807089100383738e-03,7.221680852681772178e-01
9.680000000000000000e+09,-4.960191267566149004e-03,5.863521485371019429e-03,-7.215370284586339888e-01,-8.232853382591423866e-03,7.680129010651256735e-03,7.215839960196835934e-01
9.840000000000000000e+09,-1.431316158676938528e-03,6.291731581366945963e-03,-7.210776553620930063e-01,-8.944215310291785473e-03,6.452484191228981085e-03,7.211331250539044779e-01
1.000000000000000000e+10,1.256936467757293566e-03,4.983920618414440507e-03,-7.207856924814264321e-01,-9.759831189291585940e-03,5.139976071406827593e-03,7.208517661702528168e-01
1.016000000000000000e+10,2.489927605548670521e-03,2.922208477691377263e-03,-7.206984413372189424e-01,-1.064110711335658661e-02,3.839145981590787789e-03,7.207769949897782080e-01
1.032000000000000191e+10,2.402788327669786589e-03,1.097398332328265247e-03,-7.208496710976801669e-01,-1.152999449048986748e-02,2.641528884449879846e-03,7.209418763635417893e-01
1.048000000000000000e+10,1.658144309180930491e-03,4.572519466221856843e-05,-7.213010002373054785e-01,-1.225283148559974493e-02,1.658774651209742393e-03,7.214050629311883345e-01
1.064000000000000191e+10,8.231261480647635541e-04,-2.047255172379714230e-04,-7.219013107115246353e-01,-1.297435822582895630e-02,8.482035092100774889e-04,7.220178920071090856e-01
1.080000000000000000e+10,3.497420376161814912e-04,-6.944626629915468278e-05,-7.227009753942982284e-01,-1.332102755397405157e-02,3.565701568819403910e-04,7.228237334308854622e-01
1.096000000000000000e+10,1.756166372995533200e-04,1.164804900920887883e-04,-7.235155843903434691e-01,-1.333100469118782445e-02,2.107342114334928031e-04,7.236383879685880371e-01
1.112000000000000191e+10,1.277900099612407298e-04,2.349336502491683617e-04,-7.241924779003402479e-01,-1.304424389779369753e-02,2.674399122518786504e-04,7.243099456353612187e-01
1.128000000000000000e+10,1.185737996739812399e-04,3.242236459335302986e-04,-7.246393367636958516e-01,-1.257810835426294120e-02,3.452256052953729627e-04,7.247484923717334437e-01
1.144000000000000191e+10,1.643505371588931412e-04,4.088898319723170563e-04,-7.248563286684202023e-01,-1.205699989305897279e-02,4.406835528525728939e-04,7.249565976367703390e-01
1.160000000000000000e+10,2.844819561663648375e-04,4.446555305644187515e-04,-7.248986423230049381e-01,-1.154903120908376893e-02,5.278716929763957368e-04,7.249906356385606987e-01
1.176000000000000000e+10,4.333706140847689626e-04,3.665284158804014308e-04,-7.248111070486217278e-01,-1.106210844092473528e-02,5.675853845898484740e-04,7.248955173983402389e-01
1.192000000000000000e+10,5.021239035031415960e-04,1.689284299478965596e-04,-7.245951392293976667e-01,-1.059023736010214142e-02,5.297784715462620616e-04,7.246725252982987309e-01
1.208000000000000000e+10,4.068837282187848887e-04,-4.144301210453943309e-05,-7.242305986503791981e-01,-1.015813452537270636e-02,4.089888648135973567e-04,7.243018346784179107e-01
1.224000000000000191e+10,2.007158975902607900e-04,-1.222971962064329078e-04,-7.237193742613461378e-01,-9.820142467924782709e-03,2.350393068093479577e-04,7.237859959126901055e-01
1.240000000000000000e+10,3.410388184868455162e-05,-5.180146646387769754e-05,-7.230993752727223889e-01,-9.625756719793879951e-03,6.201988943038580461e-05,7.231634405251899933e-01
1.256000000000000191e+10,-1.433916207009708831e-05,5.876531981133840618e-05,-7.224246573180274078e-01,-9.598293894354310157e-03,6.048945677885852177e-05,7.224884170329318733e-01
1.272000000000000000e+10,1.260128316333339468e-06,1.150519895291263564e-04,-7.217468986607117332e-01,-9.740668092668014824e-03,1.150588902170702479e-04,7.218126255069574615e-01
1.288000000000000000e+10,5.268639705867844735e-06,1.281386103390077396e-04,-7.211161304751514400e-01,-1.004449300943525449e-02,1.282468791977501037e-04,7.211860824165092776e-01
1.304000000000000191e+10,-9.513567880425204836e-06,1.437811085539471333e-04,-7.205839662593509498e-01,-1.048292180998021232e-02,1.440955070459082256e-04,7.206602140258137057e-01
1.320000000000000191e+10,-2.112385833754263075e-05,1.724155684938828367e-04,-7.201868219623384082e-01,-1.100257421426256016e-02,1.737047657668993564e-04,7.202708623618987449e-01
1.336000000000000191e+10,-1.742200979291943580e-05,2.065542326357481639e-04,-7.199268932263919174e-01,-1.154176785058294054e-02,2.072876683379099537e-04,7.200194052910806608e-01
1.352000000000000000e+10,4.728419587410510622e-06,2.295949963701830125e-04,-7.197815390515773792e-01,-1.205446717179241983e-02,2.296436811889649050e-04,7.198824724482831838e-01
1.368000000000000191e+10,9.058558420927900366e-06,2.329903155337723726e-04,-7.197199714566978601e-01,-1.251029949426799015e-02,2.331663453699786657e-04,7.198286913614004856e-01
1.384000000000000000e+10,3.021540948329880547e-05,2.188859686636518832e-04,-7.197022445537256674e-01,-1.289044408470046803e-02,2.209616216632848292e-04,7.198176743900996932e-01
