# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11), Amp(S21), Amp(S11)
2.000000000000000000e+09,3.766907583250190037e-05,5.395666010180773784e-05,-7.197639298534420638e-01,-3.184540682705241325e-03,6.580486641135888549e-05,7.197709746978065981e-01
2.160000000000000000e+09,5.636179546823241965e-05,6.084675613631316930e-05,-7.198002056685539607e-01,-3.456890296984370912e-03,8.293961490575435286e-05,7.198085065981214559e-01
2.320000000000000000e+09,2.290284143305071628e-05,6.566074625042119005e-05,-7.199190421307946064e-01,-3.717719320716737861e-03,6.954044681960035038e-05,7.199286413662596695e-01
2.480000000000000000e+09,5.278061498326975268e-06,6.968700799817754488e-05,-7.200474510092190750e-01,-3.959580067955675679e-03,6.988660112581081881e-05,7.200583378999151352e-01
2.640000000000000477e+09,8.409598027734531368e-06,8.060824010667617088e-05,-7.187248847745668634e-01,-4.205564996420591180e-03,8.104572605686023083e-05,7.187371889440211659e-01
2.800000000000000477e+09,1.506938731892799239e-05,8.248483784510139498e-05,-7.187755643841702291e-01,-4.441395274836087807e-03,8.385007399221862097e-05,7.187892861943406819e-01
2.960000000000000000e+09,2.257644260071181505e-06,8.755984459524022859e-05,-7.187972434725223847e-01,-4.714354686427737161e-03,8.758894532501034402e-05,7.188127032571183239e-01
3.120000000000000000e+09,-1.039294045290595663e-06,9.315232892079849448e-05,-7.188621637600511871e-01,-4.989100670269641657e-03,9.315812640602647943e-05,7.188794764154007311e-01
3.280000000000000000e+09,-6.006487902018407250e-07,9.822984570917334341e-05,-7.188496997357978202e-01,-5.275245477655300316e-03,9.823168209400249759e-05,7.188690555484330558e-01
3.440000000000000000e+09,-9.959527531310318696e-07,1.043037449465655689e-04,-7.188734979626794086e-01,-5.566019317523247453e-03,1.043084998059346679e-04,7.188950456388897292e-01
3.600000000000000000e+09,3.588202537465735138e-09,1.139103939820671570e-04,-7.188410519117021114e-01,-5.867303533812796845e-03,1.139103940385817373e-04,7.188649964800625236e-01
3.760000000000000477e+09,-1.093265308092559864e-06,1.269656179693982704e-04,-7.188894923997183328e-01,-6.174918476612540827e-03,1.269703247825454341e-04,7.189160117154976826e-01
3.920000000000000000e+09,-6.259708551489012627e-07,1.396342306542035260e-04,-7.188911083256155354e-01,-6.496024927838521708e-03,1.396356337397542920e-04,7.189204573313343616e-01
4.080000000000000000e+09,3.982706376800134688e-07,1.471834339679805594e-04,-7.189129580808650832e-01,-6.827956426595801695e-03,1.471839728167021973e-04,7.189453819905536891e-01
4.240000000000000000e+09,1.627746355743823055e-06,1.481521125277850777e-04,-7.189290592192679741e-01,-7.175570317886275501e-03,1.481610542775804024e-04,7.189648677086305506e-01
4.400000000000000000e+09,2.446062399856986267e-06,1.454059145740055933e-04,-7.189495262368833517e-01,-7.540719183689442544e-03,1.454264873204568691e-04,7.189890706554907807e-01
4.560000000000000000e+09,2.494872813414229590e-06,1.436220126879685294e-04,-7.189762266223366227e-01,-7.927231531646341395e-03,1.436436804001419017e-04,7.190199270172209500e-01
4.720000000000000000e+09,1.899509051342150587e-06,1.459347727474668611e-04,-7.190123082146520073e-01,-8.340476524130877034e-03,1.459471343723162291e-04,7.190606809670595512e-01
4.880000000000000000e+09,1.067671332585712422e-06,1.523860161606799323e-04,-7.190635977965889047e-01,-8.787955807490132124e-03,1.523897563597941939e-04,7.191172963039124122e-01
5.040000000000000000e+09,2.756156810640492222e-07,1.606479004954649333e-04,-7.191420057382138520e-01,-9.279149485295137834e-03,1.606481369254074247e-04,7.192018680678962106e-01
5.200000000000000000e+09,-6.134675107354145657e-07,1.677297098728188179e-04,-7.192708076164953113e-01,-9.819868885188270599e-03,1.677308317406394646e-04,7.193378375382513124e-01
5.360000000000000000e+09,-2.223863982057037506e-06,1.711142210699222307e-04,-7.194796652008552673e-01,-1.039952341536774794e-02,1.711286715409691462e-04,7.195548198190333533e-01
5.520000000000000000e+09,-6.022089280818656903e-06,1.686663115252435771e-04,-7.197889302197504335e-01,-1.099263854318138084e-02,1.687737841100823023e-04,7.198728652818036089e-01
5.680000000000000000e+09,-1.562800056991249162e-05,1.581371980532571243e-04,-7.202069648690566650e-01,-1.156989509355654464e-02,1.589075448490355870e-04,7.202998922104421053e-01
5.840000000000000954e+09,-3.891793660351816522e-05,1.379833314900975752e-04,-7.207336381943917347e-01,-1.210225560601745250e-02,1.433666821774906260e-04,7.208352390218430994e-01
6.000000000000000000e+09,-8.952324761558029206e-05,1.108486833900963634e-04,-7.213041924239901315e-01,-1.256054357578187224e-02,1.424845341535646277e-04,7.214135466314336442e-01
6.160000000000000954e+09,-1.855170255561160403e-04,8.944748268617172537e-05,-7.220799071238065414e-01,-1.292196152837153666e-02,2.059548953778025818e-04,7.221955201755725362e-01
6.320000000000000000e+09,-3.427978432245614012e-04,1.033120257366374741e-04,-7.228679937088368090e-01,-1.315842160901709371e-02,3.580275631585068266e-04,7.229877456692329618e-01
6.480000000000000000e+09,-5.625948267561832906e-04,2.013894189371073958e-04,-7.237014777889647643e-01,-1.324979678389656516e-02,5.975538780333080778e-04,7.238227587391447004e-01
6.640000000000000000e+09,-8.146945017518815012e-04,4.463675224574365028e-04,-7.245489577195926012e-01,-1.317934466426580811e-02,9.289623761431550081e-04,7.246688121192517151e-01
6.800000000000000954e+09,-1.022214688047918575e-03,8.961856179205579011e-04,-7.253728774411125624e-01,-1.293710997174953546e-02,1.359437946442777463e-03,7.254882357017379269e-01
6.960000000000000954e+09,-1.056676240940567293e-03,1.572531879649820274e-03,-7.261307210980515459e-01,-1.252258282161892132e-02,1.894576784055817696e-03,7.262386929948725367e-01
7.120000000000000000e+09,-7.533054772275129445e-04,2.421757301258829157e-03,-7.267776040974146534e-01,-1.194735876820470638e-02,2.536213233981207942e-03,7.268757976429773837e-01
7.280000000000000954e+09,4.595015580951145734e-05,3.280659199672816915e-03,-7.272704426855604032e-01,-1.123695864054396511e-02,3.280980981538418866e-03,7.273572478799811281e-01
7.440000000000000000e+09,1.421271233574297049e-03,3.865989597160298438e-03,-7.275733142760887340e-01,-1.043079458416191520e-02,4.118966798207707343e-03,7.276480805460487922e-01
7.600000000000001907e+09,3.287556903618887253e-03,3.809775022815715950e-03,-7.276629219883254951e-01,-9.579529988098921950e-03,5.032138324708760983e-03,7.277259755095875082e-01
7.760000000000000954e+09,5.319866858926772940e-03,2.758519969546204681e-03,-7.275326157730912513e-01,-8.739855040427665922e-03,5.992530001517940540e-03,7.275851098529738659e-01
7.919999999999999046e+09,6.939752806782432948e-03,5.368099956168128056e-04,-7.271935855367407386e-01,-7.967733180867452372e-03,6.960483746884175982e-03,7.272372347575601914e-01
8.080000000000000954e+09,7.420331955294856736e-03,-2.662082577281222034e-03,-7.266727282501652674e-01,-7.311932202302974006e-03,7.883400914264999254e-03,7.267095144107235116e-01
8.240000000000000000e+09,6.145547434331223233e-03,-6.152210617567203076e-03,-7.260079430794602606e-01,-6.809646212151543657e-03,8.695829388305735194e-03,7.260398781719936689e-01
8.400000000000000954e+09,2.976503254947998611e-03,-8.834895303966808916e-03,-7.252425836120834912e-01,-6.485151366088279246e-03,9.322818600550522583e-03,7.252715782881409279e-01
8.560000000000000000e+09,-1.457819006473493354e-03,-9.579049874216968852e-03,-7.244209512553632102e-01,-6.351121298870919703e-03,9.689346352998817399e-03,7.244487913990044214e-01
8.720000000000000000e+09,-5.814197157801745744e-03,-7.809749843224344026e-03,-7.235859192540931017e-01,-6.411163239430476418e-03,9.736379265596249721e-03,7.236143210004025716e-01
8.880000000000000000e+09,-8.567734763544382695e-03,-3.958413020384373912e-03,-7.227784902862641747e-01,-6.661991056060554556e-03,9.437961253278986246e-03,7.228091920730687070e-01
