# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11), Amp(S21), Amp(S11)
2.000000000000000000e+09,1.055020771420182174e-05,5.623366622961242789e-05,-7.177428925247318903e-01,3.708984569430057165e-03,5.721478917584383288e-05,7.177524756741038292e-01
2.106666666666666746e+09,1.359925790180597306e-05,6.039481455981044941e-05,-7.177031478255372354e-01,3.914251502237760597e-03,6.190697409172672683e-05,7.177138216333217580e-01
2.213333333333333492e+09,7.153630995560497468e-07,6.145049722713246320e-05,-7.175540690404549338e-01,4.092916633970154414e-03,6.145466096095576519e-05,7.175657419101656442e-01
2.320000000000000000e+09,-4.631050300833349272e-06,6.451528276775128634e-05,-7.174570074526298580e-01,4.299838405897796548e-03,6.468128274463761198e-05,7.174698921579913957e-01
2.426666666666666508e+09,-7.611362896279340204e-06,6.889671356433352874e-05,-7.173842894672801673e-01,4.508908772252935050e-03,6.931587109100395831e-05,7.173984590398775341e-01
2.533333333333333492e+09,-8.218683860300485022e-06,7.339151907654515000e-05,-7.184130006633276944e-01,4.713181856514570521e-03,7.385026632828384143e-05,7.184284610212063882e-01
2.640000000000000477e+09,-1.030936696612275429e-05,7.776148955501527651e-05,-7.187297815758263431e-01,4.921871238213807592e-03,7.844190401218556117e-05,7.187466338985668557e-01
2.746666666666666985e+09,-9.490594865687904821e-06,8.113017260456535608e-05,-7.187864119280495956e-01,5.138671191208393774e-03,8.168339058677221874e-05,7.188047801134959114e-01
2.853333333333333015e+09,-9.509187843826825702e-06,8.465022454707361388e-05,-7.187852118830382331e-01,5.352159881083497391e-03,8.518265767936081278e-05,7.188051380152599146e-01
2.960000000000000000e+09,-9.797648025447921238e-06,8.833573778788655743e-05,-7.187809061971072166e-01,5.565859539796298196e-03,8.887742389021417201e-05,7.188024554117433684e-01
3.066666666666666985e+09,-1.016763264922992542e-05,9.202929027429413984e-05,-7.187763383865285460e-01,5.780623838567144034e-03,9.258925975554602910e-05,7.187995828019855260e-01
3.173333333333333015e+09,-1.041385178090900816e-05,9.541675983126189729e-05,-7.187635329277424212e-01,5.996556730691847414e-03,9.598336504630089190e-05,7.187885467642025628e-01
3.280000000000000000e+09,-1.071175684573685739e-05,9.846432467749177187e-05,-7.187587807132053142e-01,6.214538990014751955e-03,9.904526727167081680e-05,7.187856463141093499e-01
