# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11), Amp(S21), Amp(S11)
2.000000000000000000e+09,3.305153979127762042e-05,5.464159567647993777e-05,-7.178586420491522846e-01,3.286870142354280603e-03,6.386006780959694218e-05,7.178661668305489352e-01
2.106666666666666746e+09,3.724623375941175907e-05,5.823136277534617274e-05,-7.178375996795970382e-01,3.486493075030665505e-03,6.912433392036928528e-05,7.178460664708887773e-01
2.213333333333333492e+09,5.156484751850789821e-05,6.334199961307996197e-05,-7.177924997363349657e-01,3.676916844444083361e-03,8.167706174067718410e-05,7.178019172412521964e-01
2.320000000000000000e+09,2.255286140481595008e-05,6.561963382253933072e-05,-7.177020767195135820e-01,3.840961575205815211e-03,6.938708741941100274e-05,7.177123545776015190e-01
2.426666666666666508e+09,1.913080735442398834e-05,7.013887937020111250e-05,-7.176537347131436428e-01,4.024857142155108605e-03,7.270110170650584142e-05,7.176650210388813012e-01
2.533333333333333492e+09,-3.750611126981974667e-06,7.488630589973352316e-05,-7.175935545490094158e-01,4.190665570892922881e-03,7.498017001270606554e-05,7.176057909522534084e-01
2.640000000000000477e+09,-1.104523732545950300e-06,7.754895928293852199e-05,-7.189007436852039579e-01,4.346809033027230346e-03,7.755682470642163062e-05,7.189138849819975974e-01
2.746666666666666985e+09,9.645121499043110956e-06,8.169363297472273121e-05,-7.188835616956076313e-01,4.530293906594195889e-03,8.226103596077555334e-05,7.188978361624429603e-01
2.853333333333333015e+09,1.424958180846398769e-05,8.494097679490105065e-05,-7.188645008163351280e-01,4.720380308691967536e-03,8.612792880702534746e-05,7.188799986953159360e-01
2.960000000000000000e+09,1.276744491917626410e-05,8.843238723628503971e-05,-7.188376721420307591e-01,4.911946506925311991e-03,8.934928517941522646e-05,7.188544540510690695e-01
3.066666666666666985e+09,3.496754034598204356e-06,9.197942078935318535e-05,-7.187805021858502119e-01,5.099908997911925188e-03,9.204586431515201887e-05,7.187985944576755770e-01
3.173333333333333015e+09,6.024829327065013675e-08,9.561555495780450829e-05,-7.187849540037085649e-01,5.296749876828117827e-03,9.561557393932107571e-05,7.188044697004680739e-01
3.280000000000000000e+09,1.214953164123882284e-05,9.851017427911184349e-05,-7.187639397302248989e-01,5.495009656847100500e-03,9.925656429477323483e-05,7.187849443245477588e-01
3.386666666666666508e+09,1.168042329365238278e-06,1.027322981493632761e-04,-7.187774325856045587e-01,5.697550763383137963e-03,1.027389381195506474e-04,7.188000136888247349e-01
3.493333333333333492e+09,6.505768795447870389e-06,1.074936227591315717e-04,-7.187500309903218643e-01,5.902398864083214375e-03,1.076903150775514726e-04,7.187742659284201974e-01
3.600000000000000000e+09,5.055722327939438241e-07,1.147503187749663954e-04,-7.187624081832608702e-01,6.113742970009590147e-03,1.147514325062610162e-04,7.187884092488580068e-01
3.706666666666666985e+09,6.946404335747801608e-07,1.232477319524755935e-04,-7.187331915217470835e-01,6.325685356299898601e-03,1.232496894793704055e-04,7.187610276651505981e-01
3.813333333333333969e+09,1.074883672638419671e-06,1.323349571832826781e-04,-7.187233823262777488e-01,6.544459267661325262e-03,1.323393224541026796e-04,7.187531775579366622e-01
3.920000000000000000e+09,1.437536469054709060e-06,1.404688157031063085e-04,-7.187251966442009810e-01,6.769950459972840472e-03,1.404761712751778798e-04,7.187570803271964293e-01
