# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11)
4.000000000000000000e+09,1.238494048125059215e-06,1.429577518979639555e-04,-7.187687111407133900e-01,6.814944330422601469e-03
4.080000000000000000e+09,1.549829974187781130e-06,1.455805830060929995e-04,-7.187649174043785338e-01,6.966606976457214752e-03
4.160000000000000477e+09,-1.180073772723201895e-07,1.464313846676221719e-04,-7.187325089235372388e-01,7.118784837541131463e-03
4.240000000000000000e+09,8.572958508256409327e-07,1.459108865879247836e-04,-7.187116454273576593e-01,7.272227899669484776e-03
4.320000000000000000e+09,3.180748571437011828e-06,1.444389097415499845e-04,-7.187359699264221913e-01,7.428070278081072217e-03
4.400000000000000000e+09,3.352740292091455144e-06,1.426353569680826759e-04,-7.187310028674382956e-01,7.584828770850823333e-03
4.480000000000000000e+09,3.003046482134623748e-05,1.413719822694221580e-04,-7.187257919289317121e-01,7.742971190251623885e-03
4.560000000000000000e+09,3.045767261182751441e-06,1.404923722442964588e-04,-7.187354033698046818e-01,7.903714487915994985e-03
4.640000000000000000e+09,3.228502838198525050e-06,1.409659613694242840e-04,-7.187145661792434526e-01,8.063654425126522488e-03
4.720000000000000000e+09,3.080530295603214383e-06,1.427173679377938893e-04,-7.187085099638940155e-01,8.226347642851388614e-03
4.800000000000000000e+09,2.951919360723556283e-06,1.456514615265500556e-04,-7.187021263774969748e-01,8.390730276068318269e-03
4.880000000000000000e+09,1.301433324875796189e-06,1.495514906008706840e-04,-7.186649567516275594e-01,8.556077191351365782e-03
4.960000000000000000e+09,2.888884140746017546e-06,1.540551295619960344e-04,-7.186882628383067795e-01,8.725002322952302852e-03
5.040000000000000000e+09,2.987443963418396052e-06,1.588692260694712889e-04,-7.186807159372308185e-01,8.895142125861949314e-03
5.120000000000000000e+09,3.170204770134821272e-06,1.636744501716894682e-04,-7.186727062878679462e-01,9.067472806494588158e-03
5.200000000000000000e+09,3.421039558047184048e-06,1.682370691387663085e-04,-7.186641869468436417e-01,9.242152720895652207e-03
5.280000000000000000e+09,3.718035226823690737e-06,1.724109939964138354e-04,-7.186551035233202933e-01,9.419355251303551668e-03
5.360000000000000000e+09,4.038401243872010797e-06,1.761368194561061028e-04,-7.186453925387580322e-01,9.599270507106813163e-03
5.440000000000000000e+09,4.953461294751997203e-06,1.794295249831247274e-04,-7.186161137001439991e-01,9.782750152148009248e-03
5.520000000000000000e+09,4.619857940402605681e-06,1.823652037041047517e-04,-7.186303319166752468e-01,9.969313487583536526e-03
5.600000000000000000e+09,4.970325778228318362e-06,1.849820050459094760e-04,-7.186116734848502219e-01,1.015749696509923167e-02
5.680000000000000000e+09,5.243389158074239380e-06,1.874290812474462952e-04,-7.185985450979877065e-01,1.035059256417601888e-02
