# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11)
4.000000000000000000e+09,1.676243923573948384e-06,1.436157292287235890e-04,-7.187418477758633628e-01,6.834997878750696115e-03
4.080000000000000000e+09,2.887063665846841173e-06,1.466467378027697306e-04,-7.187184988832469035e-01,7.009893273896277734e-03
4.160000000000000477e+09,3.693610455197126597e-06,1.479634522682528840e-04,-7.187093340139317776e-01,7.190597095359612528e-03
4.240000000000000000e+09,4.453990559835595671e-06,1.478240596121027021e-04,-7.186991369383745054e-01,7.376236123101488629e-03
4.320000000000000000e+09,4.606468100601611687e-06,1.467233328923625178e-04,-7.187000717018652285e-01,7.568911144774884137e-03
4.400000000000000000e+09,5.556530794973108483e-06,1.452743354327808677e-04,-7.186748124761106471e-01,7.764623685937682533e-03
4.480000000000000000e+09,5.679363297263109977e-06,1.441080530827569366e-04,-7.186690579237691168e-01,7.970406257556865784e-03
4.560000000000000000e+09,5.911235816957485780e-06,1.436257045169940408e-04,-7.186431502937538074e-01,8.180953743798027866e-03
4.640000000000000000e+09,5.858327999190473056e-06,1.442098559809860579e-04,-7.186233274094898649e-01,8.402204247016691746e-03
4.720000000000000000e+09,5.723967139418397933e-06,1.459116629509885185e-04,-7.185997417957461497e-01,8.634087821915671299e-03
4.800000000000000000e+09,5.565793687755063598e-06,1.486059158292947567e-04,-7.185710291010579676e-01,8.878489959161087186e-03
4.880000000000000000e+09,5.425709169219493454e-06,1.520048607904007270e-04,-7.185349874672636306e-01,9.137721255217676544e-03
4.960000000000000000e+09,5.318478192591705528e-06,1.557150176637006438e-04,-7.184878964727615669e-01,9.414308264005050164e-03
5.040000000000000000e+09,5.227282835649485812e-06,1.592916705714442823e-04,-7.184237331793785764e-01,9.709875294237398091e-03
5.120000000000000000e+09,5.105043565049453800e-06,1.622724656770062682e-04,-7.183348711513312113e-01,1.002300758920671685e-02
5.200000000000000000e+09,4.867242996874445761e-06,1.641737424325425158e-04,-7.182147947280117517e-01,1.034882144335480710e-02
5.280000000000000000e+09,4.347540877909920309e-06,1.644542966416378974e-04,-7.180594716518550191e-01,1.068087893285586502e-02
5.360000000000000000e+09,3.197835164255132445e-06,1.624795582871962180e-04,-7.178668834963783940e-01,1.101258018697880495e-02
5.440000000000000000e+09,7.377425696625960648e-07,1.575274181342566277e-04,-7.176363875411160276e-01,1.133757609927923266e-02
5.520000000000000000e+09,-4.223153049320141936e-06,1.488724023510441179e-04,-7.173683404940843777e-01,1.164983420423987281e-02
5.600000000000000000e+09,-1.355166530909891612e-05,1.359754732673819203e-04,-7.170638978613965708e-01,1.194363066818153636e-02
5.680000000000000000e+09,-2.989428134823643815e-05,1.187900730643207808e-04,-7.167249055822078052e-01,1.221353668259062518e-02
5.760000000000000000e+09,-5.665767567187987921e-05,9.817253381258223954e-05,-7.163538416959964739e-01,1.245441423222878007e-02
5.840000000000000954e+09,-9.780833265780436133e-05,7.635687966382618186e-05,-7.159537872863253050e-01,1.266142466774037093e-02
5.920000000000000000e+09,-1.574452377360236648e-04,5.742536376982659840e-05,-7.155284153533093550e-01,1.283005151870949927e-02
6.000000000000000000e+09,-2.391244544709185361e-04,4.768103539627032610e-05,-7.150819901752440977e-01,1.295613898831370590e-02
6.080000000000000000e+09,-3.449503257404332255e-04,5.581296318001358449e-05,-7.146193709920793946e-01,1.303594777452667455e-02
6.160000000000000000e+09,-4.744914411264869632e-04,9.274170795591971626e-05,-7.141460138514218459e-01,1.306622971293284682e-02
6.239999999999999046e+09,-6.236258951676578203e-04,1.710474388527096152e-04,-7.136679647862049780e-01,1.304432208900297915e-02
6.320000000000000000e+09,-7.834635066338381569e-04,3.039150387416644783e-04,-7.131918365480300892e-01,1.296826111833933315e-02
6.400000000000000954e+09,-9.395253321687567754e-04,5.035796271114930354e-04,-7.127247603245282503e-01,1.283691194584733221e-02
6.480000000000000000e+09,-1.071379461661352934e-03,7.793183506606020990e-04,-7.122743036203041944e-01,1.265010959381958518e-02
6.560000000000000000e+09,-1.152929404679692554e-03,1.135105266861487303e-03,-7.118483462527360750e-01,1.240880175857674364e-02
6.640000000000000000e+09,-1.153528529410815118e-03,1.567120224993550238e-03,-7.114549087303216890e-01,1.211518048651436495e-02
6.720000000000000000e+09,-1.040046451401847958e-03,2.061374190712977460e-03,-7.111019312517131707e-01,1.177278649899709921e-02
6.799999999999999046e+09,-7.799430471953692047e-04,2.591777408217333170e-03,-7.107970074292350171e-01,1.138656777351351908e-02
6.880000000000000000e+09,-3.453100365221461326e-04,3.119027910969141611e-03,-7.105470839228149593e-01,1.096287420376880831e-02
6.960000000000000954e+09,2.822814330387647891e-04,3.590730486737444063e-03,-7.103581448131170983e-01,1.050937320593630861e-02
7.039999999999999046e+09,1.106439663784029338e-03,3.943159899691005624e-03,-7.102349059635421069e-01,1.003487775344541304e-02
7.120000000000000000e+09,2.110611466127853848e-03,4.105042647707063050e-03,-7.101805487056811472e-01,9.549087681996221155e-03
7.200000000000000000e+09,3.253442600171658518e-03,4.003624073004746244e-03,-7.101965219747231606e-01,9.062256383422773870e-03
7.280000000000000000e+09,4.465757573128951302e-03,3.573082430718150376e-03,-7.102824372675204945e-01,8.584806064924288549e-03
7.359999999999999046e+09,5.650262738828491088e-03,2.765012191756288651e-03,-7.104360712229698116e-01,8.126923424891924902e-03
7.440000000000000000e+09,6.685160405371904334e-03,1.560203352779709115e-03,-7.106534780000126617e-01,7.698171873496543506e-03
7.520000000000000000e+09,7.427008832796643846e-03,-3.266009944130924755e-05,-7.109579766605744755e-01,7.304048318968778090e-03
7.599999999999999046e+09,7.753510805245195092e-03,-1.902787918581249661e-03,-7.112565534142981649e-01,6.961260009436736479e-03
7.680000000000000000e+09,7.525638706403052665e-03,-3.962472546233608561e-03,-7.116279568064270977e-01,6.666496055202951639e-03
7.760000000000000954e+09,6.667795188550016544e-03,-6.020997525220884300e-03,-7.120352685512302271e-01,6.427434831269601863e-03
7.840000000000000000e+09,5.162103684506282736e-03,-7.863282346298860331e-03,-7.124701007927879415e-01,6.247241360767537971e-03
