# Frequency, Real(S21), Imag(S21), Real(S11), Imag(S11), Amp(S21), Amp(S11)
4.000000000000000000e+09,3.793675980597448904e-05,1.405022665392605021e-04,-7.188499067870882664e-01,6.802290348813553461e-03,1.455337921145656349e-04,7.188820902218909792e-01
4.080000000000000000e+09,2.203058229847412540e-06,1.453643297692446120e-04,-7.187430685119465812e-01,6.949947643641314447e-03,1.453810229528798949e-04,7.187766692834556270e-01
4.160000000000000477e+09,2.093234444181129245e-06,1.463692160102757006e-04,-7.187535936404471082e-01,7.109121243100594706e-03,1.463841829771955153e-04,7.187887505908158170e-01
4.240000000000000000e+09,1.145153433567518447e-06,1.458977703221791752e-04,-7.187035161979887787e-01,7.267335882489679190e-03,1.459022644148121484e-04,7.187402579278425740e-01
4.320000000000000000e+09,3.536892073073581234e-06,1.445481608123919798e-04,-7.187266744663727280e-01,7.429765589670157822e-03,1.445914257478004975e-04,7.187650756723011902e-01
4.400000000000000000e+09,3.767712877509724483e-06,1.428579517438141892e-04,-7.187205253286579332e-01,7.593664040802374469e-03,1.429076276367545592e-04,7.187606397558693461e-01
4.480000000000000000e+09,3.452830860039519942e-06,1.414887215802045756e-04,-7.187287980267568210e-01,7.761007803866271614e-03,1.415308460207480138e-04,7.187706994272361483e-01
4.560000000000000000e+09,3.828186868873421674e-06,1.409298225742145589e-04,-7.187069934940694127e-01,7.928082991675628258e-03,1.409818070018348615e-04,7.187507196498708062e-01
4.640000000000000000e+09,3.715015776242766055e-06,1.415264365273142416e-04,-7.186995232497146446e-01,8.098899335234102312e-03,1.415751870150191245e-04,7.187451543417940902e-01
4.720000000000000000e+09,3.508087204605311010e-06,1.434220997769329283e-04,-7.187050060335590240e-01,8.273742816757792204e-03,1.434649970559356380e-04,7.187526281815572737e-01
4.800000000000000000e+09,3.447162343184436012e-06,1.464181967190508456e-04,-7.186828994856460096e-01,8.448661798675587142e-03,1.464587698250908532e-04,7.187325579791717933e-01
4.880000000000000000e+09,3.425966338224575932e-06,1.504419382085088941e-04,-7.186854341019314196e-01,8.629475353043735905e-03,1.504809423723929931e-04,7.187372406068509578e-01
4.960000000000000000e+09,3.425992481321709931e-06,1.549958332495227683e-04,-7.186635439788572333e-01,8.810806267369823350e-03,1.550336923033052909e-04,7.187175521380648746e-01
5.040000000000000000e+09,3.567898447454980516e-06,1.598768204175576055e-04,-7.186526034546918407e-01,8.997222637358354494e-03,1.599166270472189360e-04,7.187089219339027890e-01
5.120000000000000000e+09,3.808549743171448112e-06,1.647283734798936849e-04,-7.186406523263916268e-01,9.187653708535593530e-03,1.647723947767876359e-04,7.186993809352903995e-01
5.200000000000000000e+09,4.128108381703858262e-06,1.693091627091436588e-04,-7.186275265995966111e-01,9.382498483180515964e-03,1.693594811520228222e-04,7.186887735761848806e-01
5.280000000000000000e+09,4.498985789554024397e-06,1.734637461356872276e-04,-7.186130200235880672e-01,9.582214711355055078e-03,1.735220795649958779e-04,7.186769033343122226e-01
5.360000000000000000e+09,4.891537547417392030e-06,1.771217886815368270e-04,-7.185968681722989526e-01,9.787330625365544406e-03,1.771893201220795476e-04,7.186635170841821907e-01
5.440000000000000000e+09,5.278705692406614633e-06,1.802838528390260386e-04,-7.185787242499882543e-01,9.998459271513110078e-03,1.803611164532717252e-04,7.186482812423228284e-01
5.520000000000000000e+09,5.638852611332034864e-06,1.829994129932153513e-04,-7.185581211458726969e-01,1.021631453018031870e-02,1.830862687768630183e-04,7.186307442263142331e-01
5.600000000000000000e+09,5.956669801101439085e-06,1.853425718934256436e-04,-7.185344102887405437e-01,1.044172452007014612e-02,1.854382670086975504e-04,7.186102757266564778e-01
5.680000000000000000e+09,6.222464407618059917e-06,1.873898948207760608e-04,-7.185066626242700982e-01,1.067562784726561881e-02,1.874931778605440033e-04,7.185859679018231638e-01
5.760000000000000000e+09,6.430514206688788305e-06,1.892031289645250782e-04,-7.184735186909358973e-01,1.091901099438339837e-02,1.893123755144632400e-04,7.185564848091137158e-01
5.840000000000000954e+09,6.577267701969794437e-06,1.908178341673911398e-04,-7.184330226627932969e-01,1.117269869175998263e-02,1.909311558828400346e-04,7.185198934256826764e-01
5.920000000000000000e+09,6.660030118905030947e-06,1.922371804452883731e-04,-7.183826279347177435e-01,1.143694302506545815e-02,1.923525137520668937e-04,7.184736625542718080e-01
6.000000000000000000e+09,6.675983951079166268e-06,1.934287807126822926e-04,-7.183196001407161635e-01,1.171107033831238903e-02,1.935439535860265347e-04,7.184150590812995452e-01
6.080000000000000000e+09,6.620112132708465037e-06,1.943221611141672555e-04,-7.182415596568659799e-01,1.199358558743003796e-02,1.944348944627224247e-04,7.183416903629987749e-01
6.160000000000000000e+09,6.479737126785146368e-06,1.948057064461942295e-04,-7.181466982273391197e-01,1.228256040594452245e-02,1.949134429874785227e-04,7.182517256957720031e-01
6.239999999999999046e+09,6.224043853839940509e-06,1.947235021240197169e-04,-7.180337133555667606e-01,1.257591836770229239e-02,1.948229478304278994e-04,7.181438346445476739e-01
6.320000000000000000e+09,5.787955539576063798e-06,1.938732159100046970e-04,-7.179016873643097041e-01,1.287155842464276535e-02,1.939595944433154578e-04,7.180170678589765654e-01
6.400000000000000954e+09,5.050459478141546764e-06,1.920066402567658086e-04,-7.177499964744493699e-01,1.316739554024037862e-02,1.920730513206665908e-04,7.178707667431409867e-01
6.480000000000000000e+09,3.808091249911592878e-06,1.888349877305425947e-04,-7.175782530780761004e-01,1.346137102617172253e-02,1.888733812641734636e-04,7.177045059078893674e-01
6.560000000000000000e+09,1.744972041299599715e-06,1.840413744429617395e-04,-7.173862700151046878e-01,1.375145351986078145e-02,1.840496466562198223e-04,7.175180575289332729e-01
6.640000000000000000e+09,-1.598429968017889432e-06,1.773030022720052223e-04,-7.171740381638197492e-01,1.403563776422762054e-02,1.773102072443358908e-04,7.173113690327573844e-01
6.720000000000000000e+09,-6.854845025418520839e-06,1.683252043867517302e-04,-7.169417121710263130e-01,1.431194339803830429e-02,1.684647242961096933e-04,7.170845489721218158e-01
6.799999999999999046e+09,-1.485438241826997395e-05,1.568887955877126188e-04,-7.166896014505829138e-01,1.457841437990154559e-02,1.575904402493732666e-04,7.168378582310140912e-01
6.880000000000000000e+09,-2.663904083902916657e-05,1.429111436037452563e-04,-7.164181648611337438e-01,1.483311920656506938e-02,1.453727397518315989e-04,7.165717049733340005e-01
6.960000000000000954e+09,-4.346291242951342594e-05,1.265197213966467505e-04,-7.161280081931865604e-01,1.507415199298960118e-02,1.337769212500447297e-04,7.162866424672795773e-01
7.039999999999999046e+09,-6.677329890999043394e-05,1.081356908649902640e-04,-7.158198839580734996e-01,1.529963458172966216e-02,1.270905231957586401e-04,7.159833692817761941e-01
7.120000000000000000e+09,-9.816827142994277093e-05,8.856296748461761745e-05,-7.154946931395642640e-01,1.550771986510575580e-02,1.322134967589328738e-04,7.156627315197388040e-01
7.200000000000000000e+09,-1.393268538842928905e-04,6.907696524881704677e-05,-7.151534886252296497e-01,1.569659664019011983e-02,1.555107692132007377e-04,7.153257268118639045e-01
7.280000000000000000e+09,-1.919092666568948159e-04,5.150577796954694011e-05,-7.147974800388865457e-01,1.586449630824390486e-02,1.987008097442872253e-04,7.149735097981300136e-01
7.359999999999999046e+09,-2.574261636900001377e-04,3.829489267880844617e-05,-7.144280395921962512e-01,1.600970177764745456e-02,2.602589644132017243e-04,7.146073987208345635e-01
7.440000000000000000e+09,-3.370779320675665997e-04,3.254737307149807709e-05,-7.140467085484643039e-01,1.613055890681795376e-02,3.386456315690523130e-04,7.142288827256580985e-01
7.520000000000000000e+09,-4.315675129659197378e-04,3.802937894576633848e-05,-7.136552037722162511e-01,1.622549079396709559e-02,4.332398318605873346e-04,7.138396293444827512e-01
7.599999999999999046e+09,-5.408928367051849114e-04,5.913267897880605632e-05,-7.132554237351202975e-01,1.629301515127265509e-02,5.441155525457735303e-04,7.134414915256089840e-01
7.680000000000000000e+09,-6.641276672896167165e-04,1.007859915483212514e-04,-7.128494532675341278e-01,1.633176488860131267e-02,6.717316239034203107e-04,7.130365134887545198e-01
7.760000000000000954e+09,-7.992024510763780145e-04,1.683084833594540673e-04,-7.124395662795538486e-01,1.634051193602657423e-02,8.167327000783365827e-04,7.126269346094983304e-01
7.840000000000000000e+09,-9.426992053168559323e-04,2.672013348094842873e-04,-7.120282255798119353e-01,1.631819414763064843e-02,9.798358765778082506e-04,7.122151904323406058e-01
7.919999999999999046e+09,-1.089676098380404877e-03,4.028715548500072605e-04,-7.116180788917849664e-01,1.626394497857045970e-02,1.161765677358736525e-03,7.118039098739910031e-01
8.000000000000000000e+09,-1.233540552678376572e-03,5.802997887193929059e-04,-7.112119501807183664e-01,1.617712543979556508e-02,1.363220503033110449e-03,7.113959076824630801e-01
8.080000000000000000e+09,-1.365987115853841208e-03,8.036390710330774045e-04,-7.108128254019634440e-01,1.605735751816760731e-02,1.584852219347155115e-03,7.109941712042289197e-01
8.159999999999999046e+09,-1.477020525770765362e-03,1.075771289694456463e-03,-7.104238319034598126e-01,1.590455813211238967e-02,1.827258465920741665e-03,7.106018406293168610e-01
8.240000000000000000e+09,-1.555079926979152736e-03,1.397824459966374869e-03,-7.100482108438095352e-01,1.571897236734682082e-02,2.090977474812623187e-03,7.102221820069972713e-01
8.320000000000000954e+09,-1.587279987493938650e-03,1.768673126988600311e-03,-7.096892822280367330e-01,1.550120454285824033e-02,2.376481093724583382e-03,7.098585525663725360e-01
8.400000000000000000e+09,-1.559781093652995399e-03,2.184445273908192705e-03,-7.093504024558056065e-01,1.525224545324190169e-02,2.684160616434339442e-03,7.095143581743638128e-01
8.480000000000000000e+09,-1.458296830938414848e-03,2.638064628060054779e-03,-7.090349146273821068e-01,1.497349399590016533e-02,3.014301681807356713e-03,7.091930031261619582e-01
8.560000000000000000e+09,-1.268741880465070089e-03,3.118861944911724936e-03,-7.087460923375302757e-01,1.466677136600649627e-02,3.367047043132095734e-03,7.088978329675029721e-01
8.640000000000000000e+09,-9.780171831368319503e-04,3.612292962964429137e-03,-7.084870781284960950e-01,1.433432603793240168e-02,3.742349270283739683e-03,7.086320715138537674e-01
8.720000000000000000e+09,-5.749218809837585396e-04,4.099803999507581689e-03,-7.082608183041716465e-01,1.397882796196374573e-02,4.139918840220453353e-03,7.083987537934303136e-01
8.800000000000000000e+09,-5.117258528374618218e-05,4.558888271349528440e-03,-7.080699962313147244e-01,1.360335074915223520e-02,4.559175463187715126e-03,7.082006570984091809e-01
8.880000000000000000e+09,5.974998169849417545e-04,4.963376670327102232e-03,-7.079169667234730401e-01,1.321134112606650590e-02,4.999211338085677442e-03,7.080402328323668337e-01
8.959999999999998093e+09,1.370217963082314815e-03,5.284005237029307245e-03,-7.078036943140674220e-01,1.280657552531441062e-02,5.458773544607487677e-03,7.079195420818155116e-01
9.040000000000000000e+09,2.259846805718852564e-03,5.489297041355452669e-03,-7.077316983915025173e-01,1.239310446263318204e-02,5.936268996057324047e-03,7.078401980294297680e-01
9.120000000000000000e+09,3.251975709174968147e-03,5.546787910679258637e-03,-7.077020080103466615e-01,1.197518605081457181e-02,6.429790209573063228e-03,7.078033181773227822e-01
9.200000000000000000e+09,4.324083441370977360e-03,5.424611706658991062e-03,-7.077151289260041889e-01,1.155721082037376897e-02,6.937154299564082804e-03,7.078094890807111739e-01
