# Frequency, Real(S11), Imag(S11), Amp(S11), Phase(S11), Real(E0), Imag(E0), Amp(E0), Phase(E0), Real(E1), Imag(E1), Amp(E1), Phase(E1), Real(E2), Imag(E2), Amp(E2), Phase(E2), Real(I0), Imag(I0), Amp(I0), Phase(I0), Real(I1), Imag(I1), Amp(I1), Phase(I1), Real(I2), Imag(I2), Amp(I2), Phase(I2), Real(S21), Imag(S21), Amp(S21), Phase(S21), Real(ZL1), Imag(ZL1), Amp(ZL1), Phase(ZL1), Real(ZL2), Imag(ZL2), Amp(ZL2), Phase(ZL2), Real(J4avg), Imag(J4avg), Amp(J4avg), Phase(J4avg), Real(Icavg), Imag(Icavg), Amp(Icavg), Phase(Icavg) 
2.000000000000000000e+09,-7.187443627882402764e-01,-3.173622006108822724e-03,7.187513693319208530e-01,-3.137177173558800991e+00,-3.972247950802865191e-01,-4.872563534654245077e-01,6.286543500358510173e-01,-2.254753627641000957e+00,-5.078141656283821082e-01,-6.392765958464421416e-01,8.164250074623298215e-01,-2.242087244739288110e+00,-3.088389379358580378e-01,-4.711540103903807952e-01,5.633538773207190653e-01,-2.151024532936179234e+00,-3.363569736801648546e-09,-2.047364559661829847e-08,2.074810269374662000e-08,-1.733629520456417161e+00,1.870817147878274573e-08,2.472774249445467095e-08,3.100736894597152980e-08,9.231061471237443916e-01,-1.543052191495378349e-08,-4.240351073345062307e-09,1.600254929044393115e-08,-2.873409760342267028e+00,1.638824781914768781e-07,1.024369571055501132e-06,1.037396011541692440e-06,1.412156915858968853e+00,1.636651444493494623e+01,-2.138775892160196257e-01,1.636791186130451692e+01,-1.306725487414985530e-02,1.636072900787644713e+01,-2.158472129800977635e-01,1.636215278282540453e+01,-1.319224168171394262e-02,3.179176292192995638e-19,1.294095392199871795e-19,3.432469195922221699e-19,3.865723024073617897e-01,2.288213707610048786e+01,2.096927954120792492e+01,3.103712102703428499e+01,7.418044601528926973e-01
2.106666666666666746e+09,-7.187284272755056769e-01,-3.342524468068180064e-03,7.187361996196807157e-01,-3.136942078707842807e+00,-4.381454681175647181e-01,-5.244542060598219591e-01,6.833912974905358428e-01,-2.266771480499079505e+00,-5.570095260295023776e-01,-6.298995975429223515e-01,8.408526119792614217e-01,-2.294859848402322822e+00,-4.527489531224854202e-01,-4.137226191716498747e-01,6.133090739323497909e-01,-2.401204594425469629e+00,-2.010733852279196555e-08,8.176029684028625559e-10,2.012395431032616119e-08,3.100953122505514248e+00,1.897489144952196453e-08,1.823283968952262470e-08,2.631507075166193120e-08,7.654573237140924746e-01,1.135666373438087738e-09,-1.896160473885510466e-08,1.899558349681131609e-08,-1.510974842094929382e+00,1.005527891147983648e-06,-3.643825246658199709e-08,1.006187898018719783e-06,-3.622208319951430999e-02,1.636701525467373841e+01,-2.255821177074597839e-01,1.636856974932605979e+01,-1.378185525558170248e-02,1.636229896468747569e+01,-2.270214963030704192e-01,1.636387381305528521e+01,-1.387377964267532716e-02,3.152924617325022425e-19,1.509403763102390142e-19,3.495602002889029630e-19,4.464883528958727976e-01,1.578361003051922928e+01,-3.003573593646454043e+01,3.393033714598978889e+01,-1.086961855568095547e+00
2.213333333333333492e+09,-7.187193398059145144e-01,-3.519193777920752008e-03,7.187279555825668576e-01,-3.136696214244688363e+00,-2.813614527419215361e-01,-5.451850827640138952e-01,6.135071650416555888e-01,-2.047228409813095507e+00,-2.687782092074305629e-01,-6.950898025130162194e-01,7.452459723489535115e-01,-1.939768578901808427e+00,-2.468611506173308268e-01,-4.198606975396581564e-01,4.870558828539090501e-01,-2.102315588199860308e+00,7.089795939713641415e-09,-3.709488814017214692e-09,8.001594449114430409e-09,-4.820467960330890311e-01,-1.724502173665186774e-09,2.549474511781828183e-08,2.555300249226096408e-08,1.638334922858711851e+00,-5.382356961272403252e-09,-2.181824027982291028e-08,2.247232465426406254e-08,-1.812657937329995361e+00,-3.553429567468094482e-07,1.838252418997791917e-07,4.000754134773558499e-07,2.664186970777398411e+00,1.636686936489704536e+01,-2.375015723463803075e-01,1.636859248086017971e+01,-1.451009956276444642e-02,1.636357950361856339e+01,-2.390294082889904137e-01,1.636532521000644635e+01,-1.460636466166741372e-02,4.108740968622457817e-19,1.393531140581806185e-19,4.338626670619153684e-19,3.269876596663808255e-01,-1.058406989245635477e-01,-1.200140696015609620e+01,1.200187365692674035e+01,-1.579615122414210537e+00
2.320000000000000000e+09,-7.187434299451535002e-01,-3.688561906323285008e-03,7.187528946573088495e-01,-3.136460739514104201e+00,-2.523827867710280448e-01,-5.716112010466367632e-01,6.248491307670106520e-01,-1.986583279764802867e+00,-2.841111104649041708e-01,-7.342134564759581483e-01,7.872664877663564376e-01,-1.940010876360635406e+00,-2.033259353507659573e-01,-4.480394749851126512e-01,4.920170801214112655e-01,-1.996816242663990160e+00,2.604709647879742619e-09,-5.882598155500187519e-09,6.433465116782092355e-09,-1.153960927902221378e+00,5.566480091188693469e-09,2.754476275733993998e-08,2.810159525656402223e-08,1.371393392234080633e+00,-8.199745174877881726e-09,-2.167497495467365482e-08,2.317413127214617527e-08,-1.932461127002094825e+00,-1.316632541844767886e-07,2.934893901333112072e-07,3.216694493160161416e-07,1.992496503224696180e+00,1.636494832158801671e+01,-2.492368038700209509e-01,1.636684613945673306e+01,-1.522873958807424363e-02,1.636214237358611001e+01,-2.502141159526670711e-01,1.636405543125921014e+01,-1.529106693493116099e-02,-3.467371729206921686e-19,-1.427687030100381017e-19,3.749794256278635606e-19,-2.750998992607562421e+00,-1.209052615292742949e+01,-8.588211583063406707e+00,1.483031357895329982e+01,-2.523970246522330818e+00
2.426666666666666508e+09,-7.187589739175086478e-01,-3.864277956347961923e-03,7.187693616390961049e-01,-3.136216385793294315e+00,-2.676169767076578831e-01,-6.036676695511927759e-01,6.603283285483935172e-01,-1.988079946336337001e+00,-3.345533855281757063e-01,-7.941158150748318656e-01,8.617110278511751487e-01,-1.969520735850283755e+00,-2.628050922774786691e-01,-4.917100138212155969e-01,5.575349802649463005e-01,-2.061639514077430846e+00,-9.374067338930104137e-09,-1.181560273212670284e-08,1.508249337471215969e-08,-2.241477471031267044e+00,1.075722132743420706e-08,3.193548845624007397e-08,3.369856426653883819e-08,1.245891091650272564e+00,-1.443518665298402866e-09,-2.007249309057145064e-08,2.012433166612256681e-08,-1.642587998112183367e+00,4.656851331068039825e-07,5.931497682834635923e-07,7.541149055756877155e-07,9.052036236743032926e-01,1.636397177635535272e+01,-2.612698730544315007e-01,1.636605738239727614e+01,-1.596480849424172788e-02,1.636090972870225357e+01,-2.619642809691122842e-01,1.636300682745221380e+01,-1.601022816306050395e-02,3.145542031522494898e-19,1.780372973669797463e-19,3.614438074922366304e-19,5.150433185809597525e-01,-1.554622467322136359e+01,9.310455301939278838e-01,1.557407934259906135e+01,3.081775249687151774e+00
2.533333333333333492e+09,-7.187977616410662351e-01,-4.041523293680716888e-03,7.188091235166261805e-01,-3.135970097537372325e+00,-1.179064029536444069e-01,-6.396525638740980790e-01,6.504285681980568334e-01,-1.753079047136858470e+00,-1.293987246884715225e-01,-8.370189668627141533e-01,8.469620893752731750e-01,-1.724176844919706575e+00,-9.514544093950338954e-02,-5.166281798319347640e-01,5.253164104880319041e-01,-1.752921750880543472e+00,1.685356558208736908e-09,-1.120412875380517586e-08,1.133017775059778767e-08,-1.421492896346383539e+00,1.998589578175167617e-09,3.313970565677228047e-08,3.319991643542939566e-08,1.510561275860332398e+00,-3.743414962843202334e-09,-2.194484568636437866e-08,2.226183747542829607e-08,-1.739752936563858654e+00,-8.724126923352857492e-08,5.597429985204230027e-07,5.665008944830636947e-07,1.725411861854971862e+00,1.636017175405871882e+01,-2.735274323570673349e-01,1.636245816124681696e+01,-1.671754762154077992e-02,1.635934732128603741e+01,-2.736814157325999641e-01,1.636163641864058960e+01,-1.672779987911159061e-02,-1.574323023852574677e-18,-1.028827169084624361e-18,1.880685600327443639e-18,-2.562757761490805031e+00,-1.262655049784002559e+00,-2.349508518292025006e+00,2.667299767981062164e+00,-2.063924029211209987e+00
2.640000000000000477e+09,-7.187692018076770051e-01,-4.225401045355937912e-03,7.187816215522203622e-01,-3.135714059513976526e+00,-1.154673617200961816e-01,-6.584753724947713938e-01,6.685226456932685801e-01,-1.744387031820168410e+00,-1.136562622699713726e-01,-8.399635572846066989e-01,8.476181472334055611e-01,-1.705290421103262455e+00,-9.847595998253964866e-02,-5.123863801668487872e-01,5.217636603625910308e-01,-1.760671910695565723e+00,2.827026852165800935e-09,-5.335794468661555692e-09,6.038442136401219745e-09,-1.083575909393734937e+00,-2.014275223320434555e-10,3.081529007501624357e-08,3.081594839452693588e-08,1.577332843345592428e+00,-2.655049810463892430e-09,-2.549530856804725380e-08,2.563318256627506617e-08,-1.674561059688546294e+00,-1.428238666398036361e-07,2.659990753484354790e-07,3.019174803951686735e-07,2.063552512008028472e+00,1.636375131947506034e+01,-2.858973242921787339e-01,1.636624863936935270e+01,-1.746960303096478997e-02,1.635951545758200965e+01,-2.862265935352557578e-01,1.636201918070356953e+01,-1.749424632575015404e-02,2.727049715210013127e-19,2.052224232862333828e-19,3.412978823721941387e-19,6.451271252135233336e-01,9.250045060739542357e-01,8.139107700153903613e-01,1.232105546535752660e+00,7.215980675851580983e-01
2.746666666666666985e+09,-7.187590656955109569e-01,-4.411383558607220000e-03,7.187726030006882372e-01,-3.135455230940478621e+00,-1.929233137389668173e-01,-6.868471738459812626e-01,7.134272529166764132e-01,-1.844623133521020364e+00,-2.176055689323452003e-01,-8.749344321079673970e-01,9.015888442735198183e-01,-1.814561178389797025e+00,-1.820395226418916601e-01,-5.453487433495404213e-01,5.749292475397391744e-01,-1.892970307055246382e+00,-2.087754121173715629e-09,-7.015881517918028296e-09,7.319925596885640815e-09,-1.860027284622292054e+00,3.998561399188254501e-09,3.184684759859675587e-08,3.209688762530296199e-08,1.445893966821828913e+00,-1.951283112019381870e-09,-2.481917480322077485e-08,2.489576156087780818e-08,-1.649254922306089943e+00,1.023639143584251498e-07,3.513836397687967284e-07,3.659902092405567490e-07,1.287324798219169564e+00,1.636463448905212203e+01,-2.984309245613741002e-01,1.636735540571563163e+01,-1.823431185802771096e-02,1.635987831777135426e+01,-2.988819043503570527e-01,1.636260825678575515e+01,-1.826716881543470269e-02,3.150989095991848715e-19,2.465859667839100008e-19,4.001149357938926857e-19,6.640202222683778688e-01,-6.443118868448686420e+00,1.012055283799025851e+01,1.199747350484726738e+01,2.137720123955617613e+00
2.853333333333333015e+09,-7.187563386772862772e-01,-4.596590257876928369e-03,7.187710365831226911e-01,-3.135197541161004242e+00,-1.708163403269993275e-01,-7.188489320261201021e-01,7.388653525493008578e-01,-1.804094269219348234e+00,-2.072782654397462010e-01,-9.110255789722203623e-01,9.343082386800296568e-01,-1.794509844089176465e+00,-1.462095089514772461e-01,-5.752936859093399358e-01,5.935823831238477011e-01,-1.819674786817818246e+00,-1.795284853344239025e-09,-7.321913276288951924e-09,7.538797101006477354e-09,-1.811246045437431063e+00,6.037302806280257431e-09,3.253434545458251819e-08,3.308976668598365340e-08,1.387316322462873508e+00,-4.285888848213011550e-09,-2.520195319410631291e-08,2.556378860844303773e-08,-1.739246521425434233e+00,8.757069790335531433e-08,3.666196130237854353e-07,3.769331078387661394e-07,1.336329699050331721e+00,1.636520866382612738e+01,-3.109823091233839265e-01,1.636816314090122404e+01,-1.900036178255461172e-02,1.635954224405669066e+01,-3.114095960763949567e-01,1.636250587078897922e+01,-1.903305038044628139e-02,5.168313103158445869e-19,4.203043788387156784e-19,6.661609221455364896e-19,6.827580398427098851e-01,3.802739456759787195e+00,3.228914800216573955e+00,4.988658954373947019e+00,7.039726693409721348e-01
2.960000000000000000e+09,-7.187488035010702880e-01,-4.783983483166563515e-03,7.187647243933075192e-01,-3.134936763778527258e+00,-2.262027293030800801e-01,-7.592773185858222584e-01,7.922560957563146156e-01,-1.860342358997620016e+00,-2.586435163256689540e-01,-9.565797791264820660e-01,9.909295345134162547e-01,-1.834865693514561968e+00,-1.969333770949288631e-01,-6.277944037127213273e-01,6.579578773348828680e-01,-1.874765754151851871e+00,-4.901627988695139230e-10,-9.913693930000438250e-09,9.925804093730800882e-09,-1.620199099173360358e+00,5.429330687359415194e-09,3.323025344334461331e-08,3.367086835265195868e-08,1.408842143662780266e+00,-5.000717032214944710e-09,-2.331389919717350778e-08,2.384418307705785332e-08,-1.782089840191022789e+00,2.143068275726115263e-08,4.958177123085576524e-07,4.962806443962267673e-07,1.527600306515088713e+00,1.636730764485504608e+01,-3.236116407566951847e-01,1.637050652959045394e+01,-1.976925517255896311e-02,1.635832653058197295e+01,-3.241589795747379932e-01,1.636153800610385645e+01,-1.981355236760145785e-02,2.019400552232203004e-19,1.738020800297453535e-19,2.664337608604120981e-19,7.106512829217586091e-01,7.142998816155715636e-01,-3.475401732345844152e-01,7.943604300869627766e-01,-4.528270736105250993e-01
